# Ghidra function inventory for the stripped Gold 2.1 target.
# This image carries no CodeView stream, so these boundaries are ANALYSIS OUTPUT,
# not retail evidence: entry points and extents are Ghidra's opinion and every one
# of them is a claim still to be proven.
# Names are placeholders (FUN_*) except where analysis recognised one.
#
# thunk=1 forwards elsewhere and has no body worth reconstructing.
#
# chunks>1 is ALWAYS analysis error. VC6 emits contiguous functions, and reading
# the gap bytes out of the image confirms it: not one of the 76 gaps is padding.
# They hold real code, overwhelmingly inline SEH - the recurring `6a 01 58 c3`
# (push 1; pop eax; ret) is a filter returning EXCEPTION_EXECUTE_HANDLER, followed
# by `8b 65 e8` (mov esp,[ebp-18]) restoring the handler frame. Ghidra keeps those
# blocks out of the body it reports; the function itself is contiguous.
#
# So for 25 of the 26 affected rows the real extent is byte_size+total_gap, and
# byte_size undercounts. Six of them additionally have another entry point carved
# INSIDE the gap (0xd7d64 0xd90a8 0xdc19c 0xdc4cb 0xe0171 and 0xd84ad), which is
# the same SEH block promoted to a function of its own.
#
# 0xd84ad is different in kind and must not be used: its gap spans 0xd853e..0xdc0ad
# and swallows 105 other functions, __amsg_exit among them. The fragment 15,216
# bytes away is a separate function with its own prologue, not part of it.
entry_rva,byte_size,name,thunk,chunks,max_gap,total_gap,extent
0x5b944,200,FUN_0045b944,0,1,0,0,200
0x5ba0c,200,FUN_0045ba0c,0,1,0,0,200
0x5bad4,126,FUN_0045bad4,0,1,0,0,126
0x5bb52,292,FUN_0045bb52,0,1,0,0,292
0x5bc76,223,FUN_0045bc76,0,1,0,0,223
0x5bd55,84,FUN_0045bd55,0,1,0,0,84
0x5bda9,225,FUN_0045bda9,0,1,0,0,225
0x5be8a,149,FUN_0045be8a,0,1,0,0,149
0x5bf1f,287,FUN_0045bf1f,0,1,0,0,287
0x5c03e,218,FUN_0045c03e,0,1,0,0,218
0x5c118,233,FUN_0045c118,0,1,0,0,233
0x5c201,247,FUN_0045c201,0,1,0,0,247
0x5c2f8,220,FUN_0045c2f8,0,1,0,0,220
0x5c3d4,591,FUN_0045c3d4,0,1,0,0,591
0x5c623,2161,FUN_0045c623,0,1,0,0,2161
0x5ce94,1830,FUN_0045ce94,0,1,0,0,1830
0x5d5ba,1225,FUN_0045d5ba,0,1,0,0,1225
0x5da83,1971,FUN_0045da83,0,1,0,0,1971
0x5e236,1736,FUN_0045e236,0,1,0,0,1736
0x5e8fe,1277,FUN_0045e8fe,0,1,0,0,1277
0x5edfb,76,FUN_0045edfb,0,1,0,0,76
0x5ee47,127,FUN_0045ee47,0,1,0,0,127
0x5eec6,255,FUN_0045eec6,0,1,0,0,255
0x5efc5,375,FUN_0045efc5,0,1,0,0,375
0x5f13c,167,FUN_0045f13c,0,1,0,0,167
0x5f1e3,185,FUN_0045f1e3,0,1,0,0,185
0x5f29c,263,FUN_0045f29c,0,1,0,0,263
0x5f3a3,215,FUN_0045f3a3,0,1,0,0,215
0x5f47a,1363,FUN_0045f47a,0,1,0,0,1363
0x5f9cd,894,FUN_0045f9cd,0,1,0,0,894
0x5fd4b,70,FUN_0045fd4b,0,1,0,0,70
0x5fd91,70,FUN_0045fd91,0,1,0,0,70
0x5fdd7,1613,FUN_0045fdd7,0,1,0,0,1613
0x60424,174,FUN_00460424,0,1,0,0,174
0x604d2,792,FUN_004604d2,0,1,0,0,792
0x607ea,286,FUN_004607ea,0,1,0,0,286
0x60908,146,FUN_00460908,0,1,0,0,146
0x6099a,288,FUN_0046099a,0,1,0,0,288
0x60aba,396,FUN_00460aba,0,1,0,0,396
0x60c46,70,FUN_00460c46,0,1,0,0,70
0x60c8c,381,FUN_00460c8c,0,1,0,0,381
0x60e09,39,FUN_00460e09,0,1,0,0,39
0x60e30,18,FUN_00460e30,0,1,0,0,18
0x60e50,100,FUN_00460e50,0,1,0,0,100
0x60eb4,65,FUN_00460eb4,0,1,0,0,65
0x60ef5,65,FUN_00460ef5,0,1,0,0,65
0x60f36,13,FUN_00460f36,0,1,0,0,13
0x60f43,68,FUN_00460f43,0,1,0,0,68
0x60f87,572,FUN_00460f87,0,1,0,0,572
0x611c3,155,FUN_004611c3,0,1,0,0,155
0x6125e,149,FUN_0046125e,0,1,0,0,149
0x612f3,158,FUN_004612f3,0,1,0,0,158
0x61391,111,FUN_00461391,0,1,0,0,111
0x61400,26,FUN_00461400,0,1,0,0,26
0x6141a,114,FUN_0046141a,0,1,0,0,114
0x6148c,148,FUN_0046148c,0,1,0,0,148
0x61520,451,FUN_00461520,0,1,0,0,451
0x616e3,57,FUN_004616e3,0,1,0,0,57
0x6171c,139,FUN_0046171c,0,1,0,0,139
0x617a7,75,FUN_004617a7,0,1,0,0,75
0x617f2,1252,FUN_004617f2,0,1,0,0,1252
0x61cd6,138,FUN_00461cd6,0,1,0,0,138
0x61d60,172,FUN_00461d60,0,1,0,0,172
0x61e0c,681,FUN_00461e0c,0,1,0,0,681
0x620b5,19,FUN_004620b5,0,1,0,0,19
0x620c8,1699,FUN_004620c8,0,1,0,0,1699
0x6276b,75,FUN_0046276b,0,1,0,0,75
0x627b6,1644,FUN_004627b6,0,1,0,0,1644
0x62ef8,2253,FUN_00462ef8,0,1,0,0,2253
0x638b2,68,FUN_004638b2,0,1,0,0,68
0x638f6,537,FUN_004638f6,0,1,0,0,537
0x63b0f,2310,FUN_00463b0f,0,1,0,0,2310
0x64415,694,FUN_00464415,0,1,0,0,694
0x646cb,79,FUN_004646cb,0,1,0,0,79
0x6471a,238,FUN_0046471a,0,1,0,0,238
0x64808,169,FUN_00464808,0,1,0,0,169
0x648b1,90,FUN_004648b1,0,1,0,0,90
0x6490b,75,FUN_0046490b,0,1,0,0,75
0x64956,73,FUN_00464956,0,1,0,0,73
0x6499f,53,FUN_0046499f,0,1,0,0,53
0x649d4,47,FUN_004649d4,0,1,0,0,47
0x64a03,155,FUN_00464a03,0,1,0,0,155
0x64a9e,221,FUN_00464a9e,0,1,0,0,221
0x64b7b,263,FUN_00464b7b,0,1,0,0,263
0x64c82,39,FUN_00464c82,0,1,0,0,39
0x64ca9,18,FUN_00464ca9,0,1,0,0,18
0x64cc0,59,FUN_00464cc0,0,1,0,0,59
0x64cfb,11,FUN_00464cfb,0,1,0,0,11
0x64d06,161,FUN_00464d06,0,1,0,0,161
0x64da7,164,FUN_00464da7,0,1,0,0,164
0x64e4b,269,FUN_00464e4b,0,1,0,0,269
0x64f58,294,FUN_00464f58,0,1,0,0,294
0x6507e,11,FUN_0046507e,0,1,0,0,11
0x65089,68,FUN_00465089,0,1,0,0,68
0x650cd,39,FUN_004650cd,0,1,0,0,39
0x650f4,18,FUN_004650f4,0,1,0,0,18
0x65110,89,FUN_00465110,0,1,0,0,89
0x65169,365,FUN_00465169,0,1,0,0,365
0x652d6,79,FUN_004652d6,0,1,0,0,79
0x65325,458,FUN_00465325,0,1,0,0,458
0x654ef,1724,FUN_004654ef,0,1,0,0,1724
0x65bab,39,FUN_00465bab,0,1,0,0,39
0x65bd2,18,FUN_00465bd2,0,1,0,0,18
0x65bf0,277,FUN_00465bf0,0,1,0,0,277
0x65d05,23,FUN_00465d05,0,1,0,0,23
0x65d1c,1428,FUN_00465d1c,0,1,0,0,1428
0x662b0,769,FUN_004662b0,0,1,0,0,769
0x665b1,46,FUN_004665b1,0,1,0,0,46
0x665df,298,FUN_004665df,0,1,0,0,298
0x66709,94,FUN_00466709,0,1,0,0,94
0x66767,5260,FUN_00466767,0,1,0,0,5260
0x67c38,112,FUN_00467c38,0,1,0,0,112
0x67ca8,1429,FUN_00467ca8,0,1,0,0,1429
0x6829b,1483,FUN_0046829b,0,1,0,0,1483
0x688b4,16,FUN_004688b4,0,1,0,0,16
0x688c4,325,FUN_004688c4,0,1,0,0,325
0x68a09,377,FUN_00468a09,0,1,0,0,377
0x68b82,105,FUN_00468b82,0,1,0,0,105
0x68beb,240,FUN_00468beb,0,1,0,0,240
0x68cdb,21,FUN_00468cdb,0,1,0,0,21
0x68cf0,21,FUN_00468cf0,0,1,0,0,21
0x68d05,195,FUN_00468d05,0,1,0,0,195
0x68e12,627,FUN_00468e12,0,1,0,0,627
0x69085,128,FUN_00469085,0,1,0,0,128
0x69105,123,FUN_00469105,0,1,0,0,123
0x69180,375,FUN_00469180,0,1,0,0,375
0x6932f,923,FUN_0046932f,0,1,0,0,923
0x69721,19,FUN_00469721,0,1,0,0,19
0x69734,357,FUN_00469734,0,1,0,0,357
0x69899,5680,FUN_00469899,0,1,0,0,5680
0x6aec9,128,FUN_0046aec9,0,1,0,0,128
0x6af49,463,FUN_0046af49,0,1,0,0,463
0x6b118,1427,FUN_0046b118,0,1,0,0,1427
0x6b6ab,830,FUN_0046b6ab,0,1,0,0,830
0x6b9e9,172,FUN_0046b9e9,0,1,0,0,172
0x6ba95,121,FUN_0046ba95,0,1,0,0,121
0x6bb0e,1029,FUN_0046bb0e,0,1,0,0,1029
0x6bf13,94,FUN_0046bf13,0,1,0,0,94
0x6bf71,30,FUN_0046bf71,0,1,0,0,30
0x6bf8f,62,FUN_0046bf8f,0,1,0,0,62
0x6bfcd,217,FUN_0046bfcd,0,1,0,0,217
0x6c0a6,2853,FUN_0046c0a6,0,1,0,0,2853
0x6cbcb,150,FUN_0046cbcb,0,1,0,0,150
0x6cc61,473,FUN_0046cc61,0,1,0,0,473
0x6ce3a,153,FUN_0046ce3a,0,1,0,0,153
0x6ced3,566,FUN_0046ced3,0,1,0,0,566
0x6d109,946,FUN_0046d109,0,1,0,0,946
0x6d4bb,121,FUN_0046d4bb,0,1,0,0,121
0x6d534,65,FUN_0046d534,0,1,0,0,65
0x6d575,132,FUN_0046d575,0,1,0,0,132
0x6d5f9,75,FUN_0046d5f9,0,1,0,0,75
0x6d644,41,FUN_0046d644,0,1,0,0,41
0x6d66d,47,FUN_0046d66d,0,1,0,0,47
0x6d69c,40,FUN_0046d69c,0,1,0,0,40
0x6d6c4,5,FUN_0046d6c4,0,1,0,0,5
0x6d6c9,76,FUN_0046d6c9,0,1,0,0,76
0x6d715,1975,FUN_0046d715,0,1,0,0,1975
0x6dfe5,574,FUN_0046dfe5,0,1,0,0,574
0x6e273,125,FUN_0046e273,0,1,0,0,125
0x6e2f0,27,FUN_0046e2f0,0,1,0,0,27
0x6e30b,18,FUN_0046e30b,0,1,0,0,18
0x6e31d,65,FUN_0046e31d,0,1,0,0,65
0x6e35e,2089,FUN_0046e35e,0,1,0,0,2089
0x6eb87,211,FUN_0046eb87,0,1,0,0,211
0x6ec5a,136,FUN_0046ec5a,0,1,0,0,136
0x6ece2,142,FUN_0046ece2,0,1,0,0,142
0x6ed70,79,FUN_0046ed70,0,1,0,0,79
0x6edbf,854,FUN_0046edbf,0,1,0,0,854
0x6f115,713,FUN_0046f115,0,1,0,0,713
0x6f3de,30,FUN_0046f3de,0,1,0,0,30
0x6f3fc,206,FUN_0046f3fc,0,1,0,0,206
0x6f4ca,136,FUN_0046f4ca,0,1,0,0,136
0x6f552,121,FUN_0046f552,0,1,0,0,121
0x6f5cb,5803,FUN_0046f5cb,0,1,0,0,5803
0x70d22,104,FUN_00470d22,0,1,0,0,104
0x70d8a,39,FUN_00470d8a,0,1,0,0,39
0x70db1,18,FUN_00470db1,0,1,0,0,18
0x70dd0,25,FUN_00470dd0,0,1,0,0,25
0x70df0,55,FUN_00470df0,0,1,0,0,55
0x70e30,274,FUN_00470e30,0,1,0,0,274
0x70f42,748,FUN_00470f42,0,1,0,0,748
0x7122e,26,FUN_0047122e,0,1,0,0,26
0x71248,1283,FUN_00471248,0,1,0,0,1283
0x71883,103,FUN_00471883,0,1,0,0,103
0x718ea,15,FUN_004718ea,0,1,0,0,15
0x718f9,161,FUN_004718f9,0,1,0,0,161
0x7199a,293,FUN_0047199a,0,1,0,0,293
0x71abf,272,FUN_00471abf,0,1,0,0,272
0x71c20,177,FUN_00471c20,0,1,0,0,177
0x71cd1,143,FUN_00471cd1,0,1,0,0,143
0x71d60,279,FUN_00471d60,0,1,0,0,279
0x71e77,83,FUN_00471e77,0,1,0,0,83
0x71eca,302,FUN_00471eca,0,1,0,0,302
0x71ff8,11,FUN_00471ff8,0,1,0,0,11
0x72003,5,FUN_00472003,0,1,0,0,5
0x72008,39,FUN_00472008,0,1,0,0,39
0x7202f,18,FUN_0047202f,0,1,0,0,18
0x72050,43,FUN_00472050,0,1,0,0,43
0x7207b,19,FUN_0047207b,0,1,0,0,19
0x7208e,100,FUN_0047208e,0,1,0,0,100
0x720f2,77,FUN_004720f2,0,1,0,0,77
0x7213f,337,FUN_0047213f,0,1,0,0,337
0x72290,275,FUN_00472290,0,1,0,0,275
0x723a3,357,FUN_004723a3,0,1,0,0,357
0x72508,357,FUN_00472508,0,1,0,0,357
0x7266d,140,FUN_0047266d,0,1,0,0,140
0x726f9,600,FUN_004726f9,0,1,0,0,600
0x72951,788,FUN_00472951,0,1,0,0,788
0x72c65,39,FUN_00472c65,0,1,0,0,39
0x72c8c,18,FUN_00472c8c,0,1,0,0,18
0x72ca0,504,FUN_00472ca0,0,1,0,0,504
0x72e98,142,FUN_00472e98,0,1,0,0,142
0x72f26,66,FUN_00472f26,0,1,0,0,66
0x72f68,108,FUN_00472f68,0,1,0,0,108
0x72fd4,126,FUN_00472fd4,0,1,0,0,126
0x73052,97,FUN_00473052,0,1,0,0,97
0x730b3,117,FUN_004730b3,0,1,0,0,117
0x73128,179,FUN_00473128,0,1,0,0,179
0x731db,66,FUN_004731db,0,1,0,0,66
0x7321d,51,FUN_0047321d,0,1,0,0,51
0x73250,28,FUN_00473250,0,1,0,0,28
0x7326c,412,FUN_0047326c,0,1,0,0,412
0x73408,484,FUN_00473408,0,1,0,0,484
0x735ec,256,FUN_004735ec,0,1,0,0,256
0x736ec,267,FUN_004736ec,0,1,0,0,267
0x737f7,39,FUN_004737f7,0,1,0,0,39
0x7381e,18,FUN_0047381e,0,1,0,0,18
0x73830,268,FUN_00473830,0,1,0,0,268
0x7394c,392,FUN_0047394c,0,1,0,0,392
0x73ae8,59,FUN_00473ae8,0,1,0,0,59
0x73b23,179,FUN_00473b23,0,1,0,0,179
0x73bd6,396,FUN_00473bd6,0,1,0,0,396
0x73d62,39,FUN_00473d62,0,1,0,0,39
0x73d89,18,FUN_00473d89,0,1,0,0,18
0x73da0,148,FUN_00473da0,0,1,0,0,148
0x73e34,536,FUN_00473e34,0,1,0,0,536
0x7404c,464,FUN_0047404c,0,1,0,0,464
0x7421c,150,FUN_0047421c,0,1,0,0,150
0x742b2,192,FUN_004742b2,0,1,0,0,192
0x74372,1183,FUN_00474372,0,1,0,0,1183
0x74839,15,FUN_00474839,0,1,0,0,15
0x74848,533,FUN_00474848,0,1,0,0,533
0x74a5d,181,FUN_00474a5d,0,1,0,0,181
0x74b12,338,FUN_00474b12,0,1,0,0,338
0x74ca5,180,FUN_00474ca5,0,1,0,0,180
0x74d59,285,FUN_00474d59,0,1,0,0,285
0x74e76,194,FUN_00474e76,0,1,0,0,194
0x74f38,194,FUN_00474f38,0,1,0,0,194
0x74ffa,244,FUN_00474ffa,0,1,0,0,244
0x750ee,292,FUN_004750ee,0,1,0,0,292
0x75212,177,FUN_00475212,0,1,0,0,177
0x752c3,274,FUN_004752c3,0,1,0,0,274
0x753fa,118,FUN_004753fa,0,1,0,0,118
0x75470,39,FUN_00475470,0,1,0,0,39
0x75497,18,FUN_00475497,0,1,0,0,18
0x754b0,466,FUN_004754b0,0,1,0,0,466
0x75682,102,FUN_00475682,0,1,0,0,102
0x756e8,1028,FUN_004756e8,0,1,0,0,1028
0x75aec,95,FUN_00475aec,0,1,0,0,95
0x75b4b,2673,FUN_00475b4b,0,1,0,0,2673
0x765bc,235,FUN_004765bc,0,1,0,0,235
0x766a7,1940,FUN_004766a7,0,1,0,0,1940
0x76e3b,1295,FUN_00476e3b,0,1,0,0,1295
0x7734a,3349,FUN_0047734a,0,1,0,0,3349
0x7811b,860,FUN_0047811b,0,1,0,0,860
0x7850e,260,FUN_0047850e,0,1,0,0,260
0x78612,141,FUN_00478612,0,1,0,0,141
0x7869f,3126,FUN_0047869f,0,1,0,0,3126
0x792d5,412,FUN_004792d5,0,1,0,0,412
0x79471,695,FUN_00479471,0,1,0,0,695
0x7973c,902,FUN_0047973c,0,1,0,0,902
0x79ac2,39,FUN_00479ac2,0,1,0,0,39
0x79ae9,18,FUN_00479ae9,0,1,0,0,18
0x79b00,35,FUN_00479b00,0,1,0,0,35
0x79b23,26,FUN_00479b23,0,1,0,0,26
0x79b3d,33,FUN_00479b3d,0,1,0,0,33
0x79b5e,39,FUN_00479b5e,0,1,0,0,39
0x79b85,18,FUN_00479b85,0,1,0,0,18
0x79ba0,7706,FUN_00479ba0,0,1,0,0,7706
0x7b9e6,836,FUN_0047b9e6,0,1,0,0,836
0x7bd2a,119,FUN_0047bd2a,0,1,0,0,119
0x7bda1,1202,FUN_0047bda1,0,1,0,0,1202
0x7c253,686,FUN_0047c253,0,1,0,0,686
0x7c501,1089,FUN_0047c501,0,1,0,0,1089
0x7c9b3,1187,FUN_0047c9b3,0,1,0,0,1187
0x7ce56,39,FUN_0047ce56,0,1,0,0,39
0x7ce7d,18,FUN_0047ce7d,0,1,0,0,18
0x7ce90,269,FUN_0047ce90,0,1,0,0,269
0x7cf9d,128,FUN_0047cf9d,0,1,0,0,128
0x7d01d,99,FUN_0047d01d,0,1,0,0,99
0x7d080,155,FUN_0047d080,0,1,0,0,155
0x7d11b,32,FUN_0047d11b,0,1,0,0,32
0x7d13b,550,FUN_0047d13b,0,1,0,0,550
0x7d361,472,FUN_0047d361,0,1,0,0,472
0x7d539,109,FUN_0047d539,0,1,0,0,109
0x7d5a6,80,FUN_0047d5a6,0,1,0,0,80
0x7d5f6,961,FUN_0047d5f6,0,1,0,0,961
0x7d9b7,53,FUN_0047d9b7,0,1,0,0,53
0x7d9ec,1918,FUN_0047d9ec,0,1,0,0,1918
0x7e16a,39,FUN_0047e16a,0,1,0,0,39
0x7e191,18,FUN_0047e191,0,1,0,0,18
0x7e1b0,15,FUN_0047e1b0,0,1,0,0,15
0x7e1bf,15,FUN_0047e1bf,0,1,0,0,15
0x7e1ce,18,FUN_0047e1ce,0,1,0,0,18
0x7e1e0,15,FUN_0047e1e0,0,1,0,0,15
0x7e1ef,391,FUN_0047e1ef,0,1,0,0,391
0x7e376,353,FUN_0047e376,0,1,0,0,353
0x7e4d7,5,FUN_0047e4d7,0,1,0,0,5
0x7e4dc,72,FUN_0047e4dc,0,1,0,0,72
0x7e524,136,FUN_0047e524,0,1,0,0,136
0x7e5ac,803,FUN_0047e5ac,0,1,0,0,803
0x7e8cf,1205,FUN_0047e8cf,0,1,0,0,1205
0x7ed84,713,FUN_0047ed84,0,1,0,0,713
0x7f04d,978,FUN_0047f04d,0,1,0,0,978
0x7f41f,671,FUN_0047f41f,0,1,0,0,671
0x7f6be,108,FUN_0047f6be,0,1,0,0,108
0x7f72a,947,FUN_0047f72a,0,1,0,0,947
0x7fadd,327,FUN_0047fadd,0,1,0,0,327
0x7fc24,156,FUN_0047fc24,0,1,0,0,156
0x7fcc0,99,FUN_0047fcc0,0,1,0,0,99
0x7fd23,2879,FUN_0047fd23,0,1,0,0,2879
0x80862,63,FUN_00480862,0,1,0,0,63
0x808a1,3295,FUN_004808a1,0,1,0,0,3295
0x81580,1439,FUN_00481580,0,1,0,0,1439
0x81b1f,228,FUN_00481b1f,0,1,0,0,228
0x81c03,3430,FUN_00481c03,0,1,0,0,3430
0x82969,1693,FUN_00482969,0,1,0,0,1693
0x83006,19,FUN_00483006,0,1,0,0,19
0x83019,1728,FUN_00483019,0,1,0,0,1728
0x8372c,369,FUN_0048372c,0,1,0,0,369
0x8389d,614,FUN_0048389d,0,1,0,0,614
0x83b03,760,FUN_00483b03,0,1,0,0,760
0x83dfb,63,FUN_00483dfb,0,1,0,0,63
0x83e3a,71,FUN_00483e3a,0,1,0,0,71
0x83e81,130,FUN_00483e81,0,1,0,0,130
0x83f03,522,FUN_00483f03,0,1,0,0,522
0x8410d,385,FUN_0048410d,0,1,0,0,385
0x8428e,84,FUN_0048428e,0,1,0,0,84
0x842e2,15,FUN_004842e2,0,1,0,0,15
0x842f1,333,FUN_004842f1,0,1,0,0,333
0x8443e,198,FUN_0048443e,0,1,0,0,198
0x84504,113,FUN_00484504,0,1,0,0,113
0x84575,205,FUN_00484575,0,1,0,0,205
0x84642,1334,FUN_00484642,0,1,0,0,1334
0x84b78,2697,FUN_00484b78,0,1,0,0,2697
0x85601,319,FUN_00485601,0,1,0,0,319
0x85740,270,FUN_00485740,0,1,0,0,270
0x8584e,307,FUN_0048584e,0,1,0,0,307
0x85981,71,FUN_00485981,0,1,0,0,71
0x859c8,2465,FUN_004859c8,0,1,0,0,2465
0x86369,405,FUN_00486369,0,1,0,0,405
0x864fe,1605,FUN_004864fe,0,1,0,0,1605
0x86b43,909,FUN_00486b43,0,1,0,0,909
0x86ed0,1975,FUN_00486ed0,0,1,0,0,1975
0x87687,977,FUN_00487687,0,1,0,0,977
0x87a58,35,FUN_00487a58,0,1,0,0,35
0x87a7b,164,FUN_00487a7b,0,1,0,0,164
0x87b1f,189,FUN_00487b1f,0,1,0,0,189
0x87bdc,54,FUN_00487bdc,0,1,0,0,54
0x87c12,18,FUN_00487c12,0,1,0,0,18
0x87c24,210,FUN_00487c24,0,1,0,0,210
0x87cf6,777,FUN_00487cf6,0,1,0,0,777
0x87fff,645,FUN_00487fff,0,1,0,0,645
0x88284,279,FUN_00488284,0,1,0,0,279
0x8839b,342,FUN_0048839b,0,1,0,0,342
0x884f1,1475,FUN_004884f1,0,1,0,0,1475
0x88b14,85,FUN_00488b14,0,1,0,0,85
0x88b69,204,FUN_00488b69,0,1,0,0,204
0x88c35,502,FUN_00488c35,0,1,0,0,502
0x88e2b,138,FUN_00488e2b,0,1,0,0,138
0x88eb5,411,FUN_00488eb5,0,1,0,0,411
0x89070,61,FUN_00489070,0,1,0,0,61
0x890ad,112,FUN_004890ad,0,1,0,0,112
0x8911d,6179,FUN_0048911d,0,1,0,0,6179
0x8aacf,600,FUN_0048aacf,0,1,0,0,600
0x8ad43,86,FUN_0048ad43,0,1,0,0,86
0x8ad99,86,FUN_0048ad99,0,1,0,0,86
0x8adef,204,FUN_0048adef,0,1,0,0,204
0x8aecf,18,FUN_0048aecf,0,1,0,0,18
0x8aee1,197,FUN_0048aee1,0,1,0,0,197
0x8afa6,218,FUN_0048afa6,0,1,0,0,218
0x8b080,496,FUN_0048b080,0,1,0,0,496
0x8b270,567,FUN_0048b270,0,1,0,0,567
0x8b4c3,696,FUN_0048b4c3,0,1,0,0,696
0x8b77b,739,FUN_0048b77b,0,1,0,0,739
0x8ba5e,1228,FUN_0048ba5e,0,1,0,0,1228
0x8bf2a,967,FUN_0048bf2a,0,1,0,0,967
0x8c2f1,39,FUN_0048c2f1,0,1,0,0,39
0x8c318,18,FUN_0048c318,0,1,0,0,18
0x8c330,498,FUN_0048c330,0,1,0,0,498
0x8c522,619,FUN_0048c522,0,1,0,0,619
0x8c78d,200,FUN_0048c78d,0,1,0,0,200
0x8c855,277,FUN_0048c855,0,1,0,0,277
0x8c96a,925,FUN_0048c96a,0,1,0,0,925
0x8cd07,196,FUN_0048cd07,0,1,0,0,196
0x8cdcb,223,FUN_0048cdcb,0,1,0,0,223
0x8ceaa,353,FUN_0048ceaa,0,1,0,0,353
0x8d00b,39,FUN_0048d00b,0,1,0,0,39
0x8d032,18,FUN_0048d032,0,1,0,0,18
0x8d050,332,FUN_0048d050,0,1,0,0,332
0x8d1ac,1519,FUN_0048d1ac,0,1,0,0,1519
0x8d7ab,81,FUN_0048d7ab,0,1,0,0,81
0x8d7fc,160,FUN_0048d7fc,0,1,0,0,160
0x8d89c,35,FUN_0048d89c,0,1,0,0,35
0x8d8bf,125,FUN_0048d8bf,0,1,0,0,125
0x8d93c,269,FUN_0048d93c,0,1,0,0,269
0x8da49,328,FUN_0048da49,0,1,0,0,328
0x8dba1,271,FUN_0048dba1,0,1,0,0,271
0x8dcc0,466,FUN_0048dcc0,0,1,0,0,466
0x8de92,221,FUN_0048de92,0,1,0,0,221
0x8df6f,1636,FUN_0048df6f,0,1,0,0,1636
0x8e5d3,290,FUN_0048e5d3,0,1,0,0,290
0x8e6f5,39,FUN_0048e6f5,0,1,0,0,39
0x8e71c,18,FUN_0048e71c,0,1,0,0,18
0x8e730,112,FUN_0048e730,0,1,0,0,112
0x8e7a0,16,FUN_0048e7a0,0,1,0,0,16
0x8e7b0,26,FUN_0048e7b0,0,2,92,92,118
0x8e826,16,FUN_0048e826,0,1,0,0,16
0x8e836,1827,FUN_0048e836,0,1,0,0,1827
0x8ef59,342,FUN_0048ef59,0,1,0,0,342
0x8f0af,79,FUN_0048f0af,0,1,0,0,79
0x8f0fe,98,FUN_0048f0fe,0,1,0,0,98
0x8f160,160,FUN_0048f160,0,1,0,0,160
0x8f200,117,FUN_0048f200,0,1,0,0,117
0x8f275,1099,FUN_0048f275,0,1,0,0,1099
0x8f6c0,119,FUN_0048f6c0,0,1,0,0,119
0x8f737,4138,FUN_0048f737,0,1,0,0,4138
0x9085b,603,FUN_0049085b,0,1,0,0,603
0x90ab6,2718,FUN_00490ab6,0,1,0,0,2718
0x91554,299,FUN_00491554,0,1,0,0,299
0x9167f,39,FUN_0049167f,0,1,0,0,39
0x916a6,18,FUN_004916a6,0,1,0,0,18
0x916c0,278,FUN_004916c0,0,1,0,0,278
0x917d6,3266,FUN_004917d6,0,1,0,0,3266
0x92498,39,FUN_00492498,0,1,0,0,39
0x924bf,18,FUN_004924bf,0,1,0,0,18
0x924e0,36,FUN_004924e0,0,1,0,0,36
0x92504,311,FUN_00492504,0,1,0,0,311
0x9263b,476,FUN_0049263b,0,1,0,0,476
0x92817,537,FUN_00492817,0,1,0,0,537
0x92a44,288,FUN_00492a44,0,1,0,0,288
0x92b64,641,FUN_00492b64,0,1,0,0,641
0x92de5,816,FUN_00492de5,0,1,0,0,816
0x93115,551,FUN_00493115,0,1,0,0,551
0x9333c,1364,FUN_0049333c,0,1,0,0,1364
0x938d5,651,FUN_004938d5,0,1,0,0,651
0x93b60,19,FUN_00493b60,0,1,0,0,19
0x93b73,254,FUN_00493b73,0,1,0,0,254
0x93c71,254,FUN_00493c71,0,1,0,0,254
0x93d6f,218,FUN_00493d6f,0,1,0,0,218
0x93e5d,239,FUN_00493e5d,0,1,0,0,239
0x93f4c,207,FUN_00493f4c,0,1,0,0,207
0x9401b,161,FUN_0049401b,0,1,0,0,161
0x940bc,192,FUN_004940bc,0,1,0,0,192
0x9417c,231,FUN_0049417c,0,1,0,0,231
0x94263,161,FUN_00494263,0,1,0,0,161
0x94304,161,FUN_00494304,0,1,0,0,161
0x943a5,161,FUN_004943a5,0,1,0,0,161
0x94446,181,FUN_00494446,0,1,0,0,181
0x944fb,39,FUN_004944fb,0,1,0,0,39
0x94522,18,FUN_00494522,0,1,0,0,18
0x94540,63,FUN_00494540,0,1,0,0,63
0x9457f,490,FUN_0049457f,0,1,0,0,490
0x94769,4425,FUN_00494769,0,1,0,0,4425
0x958e6,68,FUN_004958e6,0,1,0,0,68
0x9592a,315,FUN_0049592a,0,1,0,0,315
0x95a65,79,FUN_00495a65,0,1,0,0,79
0x95ab4,100,FUN_00495ab4,0,1,0,0,100
0x95b18,579,FUN_00495b18,0,1,0,0,579
0x95d5b,39,FUN_00495d5b,0,1,0,0,39
0x95d82,18,FUN_00495d82,0,1,0,0,18
0x95da0,532,FUN_00495da0,0,1,0,0,532
0x95fb4,3634,FUN_00495fb4,0,1,0,0,3634
0x96f02,605,FUN_00496f02,0,1,0,0,605
0x9716f,1401,FUN_0049716f,0,1,0,0,1401
0x97724,82,FUN_00497724,0,1,0,0,82
