id	master_path	casts	address	outside	reviewed_file_sha256	evidence
src/SOURCE/ARMY.cpp:army::DrawToBuffer(i32 x,i32 y,i32 effectsOnly)#1	src/SOURCE/ARMY.cpp	fixed	-	-	38ca8add6d929d362649a9c4414f8f87e5e80d3673b47a019e8be0e9c95275d7	Both orientation sites now use typed facing-to-orientation ternaries. No enum arithmetic conversion; valid left/right mapping unchanged.
src/SOURCE/ARMY.cpp:army::Init(CreatureType monsterType,i32 quantity,CombatSide side,i32 index,i32 hex,i32 unknown)#1	src/SOURCE/ARMY.cpp	replaced	-	-	38ca8add6d929d362649a9c4414f8f87e5e80d3673b47a019e8be0e9c95275d7	Current master already uses typed facing selection and destination-provided occupant conversion. Old narrowing/enum arithmetic finding absent.
src/SOURCE/ARMY.cpp:army::SetSpellInfluence(ArmySpellInfluence influence,i32 rounds)#1	src/SOURCE/ARMY.cpp	fixed	-	-	38ca8add6d929d362649a9c4414f8f87e5e80d3673b47a019e8be0e9c95275d7	Removed duplicate byte-store casts for rounds/speed; explicit floating-to-integer walk-duration truncations retained as numeric behavior, not reconstruction defects.
src/SOURCE/CMBTMGR.cpp:combatManager::LoadIcons(void)#1	src/SOURCE/CMBTMGR.cpp	fixed	-	-	fc9490a10089b4358b53120ade2f965cfffcd9f49a349e1a861cbb5509621c54	Removed intermediate i8 truncation from actual player ID lookup; neutral sentinel remains explicitly handled. Valid player domain0..5 unchanged.
src/SOURCE/CMBTMGR.cpp:combatManager::SetupAndLoadObstacles(void)#1	src/SOURCE/CMBTMGR.cpp	-	-	fixed	fc9490a10089b4358b53120ade2f965cfffcd9f49a349e1a861cbb5509621c54	Master already retries obstacle sentinel32 before table access. This PR guards computed obstacleHex against COMBAT_HEX_COUNT before m_hexCells access, including site116+offset1; same RNG rolls and accepted valid placements retained.
src/SOURCE/CMBTMGR.cpp:combatManager::SetupCombat(i32 mapX,i32 mapY,hero * attackerHero,armyGroup * attackerGroup,town * defenderTown,hero * defenderHero,armyGroup * defenderGroup,i32 combatX,i32 combatY,i32 randomSeed)#1	src/SOURCE/CMBTMGR.cpp	required	-	-	fc9490a10089b4358b53120ade2f965cfffcd9f49a349e1a861cbb5509621c54	Captain portrait construction maps a faction ordinal into the separate portrait domain; explicit typed enum boundary is intentional. Map/player/resource contracts are not solved by removing that conversion.
src/SOURCE/Campaign.cpp:CampaignHandler(struct tag_message & message)#1	src/SOURCE/Campaign.cpp	-	-	replaced	ed9b44b62e41902aaa0dd57524223c819391f9ae1d1ca5152f2703e32b3b3595	Complete current body reviewed: switch-side enabled write already uses [side][scenario]; original reversed axes gone on master. UI switch bounds map0..11 and choice0..2.
src/SOURCE/Campaign.cpp:game::CampaignInfoUpdate(i32 redraw)#1	src/SOURCE/Campaign.cpp	-	-	replaced	ed9b44b62e41902aaa0dd57524223c819391f9ae1d1ca5152f2703e32b3b3595	Complete current body reviewed: mapIndex<CAMPAIGN_MAP_COUNT already guards enabled-map lookup on 13-point track. Table not enlarged; actual campaign catalog and choice contracts retained.
src/SOURCE/Campaign.cpp:game::InitCampaignMap(void)#1	src/SOURCE/Campaign.cpp	-	-	covered-pr	ed9b44b62e41902aaa0dd57524223c819391f9ae1d1ca5152f2703e32b3b3595	PR50 d284df810 replaces cross-member65-byte reset with DecodeSetup. This PR additionally guards three first-hero award/carryover uses when roster empty. Remaining catalog/valid roster contracts are explicit; PR50 is still open.
src/SOURCE/Campaign.cpp:game::InitEntireCampaign(CampaignSide side)#1	src/SOURCE/Campaign.cpp	-	-	covered-pr	ed9b44b62e41902aaa0dd57524223c819391f9ae1d1ca5152f2703e32b3b3595	PR50 d284df810 replaces cross-member327-byte reset with DecodeCampaign(Campaign{},*this). Read replacement; still open on PR43, not merged.
src/SOURCE/EVENTS.cpp:advManager::DoAIEvent(mapCell * cell,hero * eventHero,i32 x,i32 y)#1	src/SOURCE/EVENTS.cpp	-	fixed	-	773fbf40a16666c23cf6eacc7a0c2b7d2c5323018a3b738c70195eaec84cd38c	Mine-value access now indexes the genuine flat byte allocation as [y*MAP_WIDTH+x]; all sibling reads/writes in PHILAI migrated. No invented row owner, biased base or change to allocation layout.
src/SOURCE/GAME.cpp:CheckValidAvailableHeroes(void)#1	src/SOURCE/GAME.cpp	fixed	-	-	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	Actual i8 roster destination supplies conversion of GetNewHeroId result; duplicate cast removed. Roster validity and unavailable-ID semantics not changed.
src/SOURCE/GAME.cpp:CreateDiffFile(char * oldName,char * joinName,char * diffName,i32 remotePlayer,i32 forceWhole)#1	src/SOURCE/GAME.cpp	-	-	fixed	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	Terminal literal uses joinSize-position rather than oldSize-position, covering shorter/longer new files. Validates input sizes before allocation and reserves a real byte for empty input. Existing capacity-checked header writes retained. Decoder limit700000 applied symmetrically.
src/SOURCE/GAME.cpp:CreateJoinFile(char * oldName,char * diffName,char * joinName)#1	src/SOURCE/GAME.cpp	-	-	fixed	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	Existing command/payload/output bounds reviewed; this PR validates file sizes before allocation and requires skipped bytes to exist in oldSize, not merely uninitialized output capacity. Exact I/O retained.
src/SOURCE/GAME.cpp:GetMapEvent(i32 x,i32 y)#1	src/SOURCE/GAME.cpp	fixed	-	-	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	Removed current-player i8 index round trip. Remaining EventExtra pointer is the tagged map-record API boundary; PR43 owns its extent/semantic validation.
src/SOURCE/GAME.cpp:ViewArmyHandler(tag_message & msg)#1	src/SOURCE/GAME.cpp	required	-	-	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	Complete current body reviewed. BaseWidgetCommand construction crosses numeric dialog code into widget enum, and timer cast truncates floating frame delay. Literal constness casts are already gone. These conversions have real UI/numeric roles.
src/SOURCE/GAME.cpp:game::CheckForTimeEvent(void)#1	src/SOURCE/GAME.cpp	fixed	-	-	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	Removed current-player i8 truncation before GetPlayerColor; timeEventExtra cast remains a real void-storage/tagged record boundary, with PR43 owning input validation.
src/SOURCE/GAME.cpp:game::LoadGame(char * filename,i32 loadFromFile,i32)#1	src/SOURCE/GAME.cpp	-	-	covered-pr	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	This PR decodes three event prefixes into actual count/first-index fields; current master validates dimensions, event capacities, extra indices and record byte counts. PR50 owns campaign/setup/runtime record decoding and PR43 variable-record semantics; both remain open. Watched-player liveness remains separate lifecycle issue, not pointer ownership proof.
src/SOURCE/GAME.cpp:game::MakeAllWaterVisible(i32 player)#1	src/SOURCE/GAME.cpp	fixed	-	-	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	Mask initialized through actual char destination without duplicate cast; valid player0..5 shift unchanged.
src/SOURCE/GAME.cpp:game::PerMonth(void)#1	src/SOURCE/GAME.cpp	fixed	-	-	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	Creature image byte store uses actual destination conversion; CreatureTypeFromCode retains the real month-metadata to creature-domain boundary.
src/SOURCE/GAME.cpp:game::SaveGame(char * filename,i32 generateName,i8 expansionFormat)#1	src/SOURCE/GAME.cpp	-	-	covered-pr	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	This PR explicitly encodes event prefixes and validates all event counts and nonnegative extra lengths before writing. Remaining campaign/setup/runtime record prefixes belong to PR50; variable-record semantics to PR43. Actual extra allocation/table lengths remain owner lifecycle contracts. Existing PRs are not merged/tested as part of PR61.
src/SOURCE/GAME.cpp:game::SetVisibility(i32 x,i32 y,i32 player,i32 radius)#1	src/SOURCE/GAME.cpp	fixed	-	-	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	Removed duplicate u8 player-mask cast. Explicit sqrt double input and integer distance truncation retain numeric behavior.
src/SOURCE/GAME.cpp:game::SetupPuzzlePieces(i32 player,i32 justCount)#1	src/SOURCE/GAME.cpp	-	-	fixed	16356520d07c2b3f8a0fe3366e419e99544a3cf8c4f463c2cc09e55e85247b92	Shared bit helpers now byte-wide, closing six-byte mask tail overreads. Zero-obelisk case no longer divides/converts NaN before existing all-obelisks fallback. Random bit indices remain bounded0..PUZZLE_PIECE_COUNT-1.
src/SOURCE/HERO.cpp:hero::Deallocate(i32 updateMap)#1	src/SOURCE/HERO.cpp	-	-	fixed	2511f6717ac83dcbd19e09b55dc6aee896d71dd87c688652c05836ee8516c961	Owner/ID/list-count/membership validated before side effects or pointer use; both retreat available-slot IDs checked before table lookup. Valid removal preserves list order and original last-match behavior. Occupied-town/map lifecycle contracts remain.
src/SOURCE/HISCORE.cpp:highScoreManager::Update(void)#1	src/SOURCE/HISCORE.cpp	fixed	-	-	9b8e4eda24caafc6b36b8de7fe1c6cb477f3451ac5b8d4eed544a64244e5ed02	Two button IDs assigned directly to i32 message ID without intermediate i16 cast. High-score file issues are separately owned by PR34, not closed by this cast change.
src/SOURCE/KB.cpp:AddScoreToHighScore(i32 score,i32 days,i32 scenario,HighScoreType highScoreType,char * scenarioName)#1	src/SOURCE/KB.cpp	-	-	covered-pr	e40c6335888b53d6cd6a76e85016bf964c08d2f008c58ae910c0f31c720290d6	PR34 fb59436bf replaces1000-byte per-entry read with checked individual100-byte HighScoreIO and bounded name copies. Read call-site replacement; still open and not included in PR61 test claims.
src/SOURCE/KB.cpp:CheckEndGame(CheckEndGameForcedResult forcedResult,b32 dragonCityCaptured)#1	src/SOURCE/KB.cpp	fixed	-	-	e40c6335888b53d6cd6a76e85016bf964c08d2f008c58ae910c0f31c720290d6	Three current loop-player lookups no longer narrow through i8. Loop is over actual player count; artifact code-to-enum is a genuine victory-condition metadata boundary.
src/SOURCE/Overview.cpp:game::Overview(void)#1	src/SOURCE/Overview.cpp	-	fixed	-	c9176bdbf3b47b67daf9074d7621081b9d2fc74223abb2008c9d21b012d5efcb	PR61 uses actual 70-pointer row aliases and direct row/slot indexing in both functions. All initialization, construction, cleanup and declarations migrated; existing 11200-byte allocations preserved. overview_rows tests every slot and global type; decomp CP03 remains rejected for changed VC6 instructions.
src/SOURCE/Overview.cpp:game::SetupDynamicStuff(i32 redraw,i32 updateKnob,i32 forceUpdate)#1	src/SOURCE/Overview.cpp	-	fixed	-	c9176bdbf3b47b67daf9074d7621081b9d2fc74223abb2008c9d21b012d5efcb	PR61 uses actual 70-pointer row aliases and direct row/slot indexing in both functions. All initialization, construction, cleanup and declarations migrated; existing 11200-byte allocations preserved. overview_rows tests every slot and global type; decomp CP03 remains rejected for changed VC6 instructions.
src/SOURCE/PHILAI.cpp:GetHeroSlot(i32 id)#1	src/SOURCE/PHILAI.cpp	-	-	contract	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Accessor indexes genuine hero-record owner. Specific invalid occupying-hero caller repaired in GetTurnAIVars; ordinary roster callers retain valid-ID precondition. Not a claim of global input validation.
src/SOURCE/PHILAI.cpp:philAI::BuildHero(town * townPtr,i32 availableHeroIndex)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Owner and replacement ID assignments use destination types directly. Network coordinate u8 conversions retained as actual wire boundaries; this is not a new-hero availability/lifecycle validation claim.
src/SOURCE/PHILAI.cpp:philAI::CanBuyBHC(BHC & bhc)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Local remains CreatureType from dwelling lookup through GetMonsterCost; removed enum-to-index-to-enum round trip.
src/SOURCE/PHILAI.cpp:philAI::ChooseToFightForArtifact(ArtifactType artifact,CreatureType monster,i32 quantity)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Boolean first-slot quantity assigned directly to actual i16 count; weighted battle-score integer truncation retained.
src/SOURCE/PHILAI.cpp:philAI::CombatMonsterEvent(hero * h,CreatureType monType,i32 * pCount,mapCell * cell)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Five-way quantity quotient assigned directly to i16 destination; same count splitting and survivor calculation.
src/SOURCE/PHILAI.cpp:philAI::ComputeUpgradeValue(CreatureType a1,CreatureType a2)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Removed explicit integer-to-float cast before multiplication by actual float upgrade weight; usual arithmetic conversion supplies it. Final integer scoring/discount truncations retained.
src/SOURCE/PHILAI.cpp:philAI::ComputeValueOfSS(hero * h,HeroSecondarySkill skill,HeroSkillLevel level)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Removed duplicate numerator cast before division by float upgrade weight and denominator cast where numerator already forces float division. Integer scoring truncations retained; division-by-zero input contracts are not hidden by cast cleanup.
src/SOURCE/PHILAI.cpp:philAI::DetermineTargetPosition(i32 & targetX,i32 & targetY,i32 mobility,MapDirection & direction)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Shipyard/boat/turn byte stores use actual destinations without duplicate casts. Unsigned boatDestY interpretation and floating mobility/score truncations remain meaningful and unchanged.
src/SOURCE/PHILAI.cpp:philAI::DoAI(i32 player)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Typed adjacent MapDirection is encoded with H2EnumIndex into actual u8 path storage; later FromCode is its real decoder. Removed misleading signed-byte intermediate; floating step/mobility truncations retained.
src/SOURCE/PHILAI.cpp:philAI::DoAnywhereDDoorTownGate(i32 targetValue)#1	src/SOURCE/PHILAI.cpp	-	-	fixed	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Candidate coordinate guard now precedes GetRow/visited access; original side selection and valid-candidate order unchanged. Source edge cases include x=0 left candidate and last-row lower candidate.
src/SOURCE/PHILAI.cpp:philAI::EvaluateArtifactEvent(ArtifactType artifact,i32 eventData)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Rogue10/first-slot Boolean quantity uses i16 destination without duplicate cast. Creature/spell/event-mode decoding and weighted score truncation remain actual boundaries.
src/SOURCE/PHILAI.cpp:philAI::EvaluateGenericSite(mapCell * cell)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Masks raw metadata before one GenericSiteType decoder rather than enum-mask-enum round trip; real floating event-value truncations retained.
src/SOURCE/PHILAI.cpp:philAI::EvaluateHeroEvent(i32 heroId,i32 x,i32 y,i32 mode,i32 * liveChance)#1	src/SOURCE/PHILAI.cpp	required	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Current chance cache is i16; float probability times scale is deliberately truncated at each write. Other casts truncate weighted town/battle scores. They express numeric policy, not fabricated pointer ownership or an enum round trip.
src/SOURCE/PHILAI.cpp:philAI::EvaluateMonsterEvent(CreatureType monsterType,i32 eventData,i32 * liveChance)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Masked0..4095 quantity quotient assigned directly to i16 stack destination. Floating strength division and chance/outcome integer truncations retained as numeric boundaries.
src/SOURCE/PHILAI.cpp:philAI::EvaluateRecruitSite(mapCell * cell)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	CreatureType local uses named constants throughout; raw recruitment code is masked before one enum conversion. Retained original code-zero/peasant fallback.
src/SOURCE/PHILAI.cpp:philAI::FightEvent(hero * h,mapCell * cell,i32 evaluateOnly)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Encounter quantity uses actual i16 stack destination without duplicate cast; weighted reward/value integer truncations retained.
src/SOURCE/PHILAI.cpp:philAI::FightValueOfStack(armyGroup * group,hero * heroPtr,i32 useHero,i32 useTown,i32 townId,i32 useEnemyMods)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Spell traversal has actual SpellType role from FIREBALL through SUMMON_FIRE_ELEMENTAL, removing repeated integer-to-spell conversions. Removed outer casts on float countMod assignments; integer score truncations remain.
src/SOURCE/PHILAI.cpp:philAI::GetTurnAIVars(i32 player)#1	src/SOURCE/PHILAI.cpp	fixed	-	fixed	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Removed duplicate mine-value byte store and outer float destination casts; real float division and integer score truncations retained. Occupying hero ID checked before pointer formation; absent hero evaluates actual garrison once, matching existing town-event pattern. Roster/domain contracts remain.
src/SOURCE/PHILAI.cpp:philAI::HeroInteractionAtHero(hero * firstHero,hero * secondHero,i32 evaluateOnly,i32 * value)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Interaction-turn fields assign through actual i16 destinations; outer float share assignment cast removed. Float division and pre-double float rounding in transfer valuation retained as numerical behavior.
src/SOURCE/PHILAI.cpp:philAI::HeroInteractionAtTown(hero * heroPtr,town * townPtr,i32 doInteraction,i32 * value)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Town ID/turn assignments use actual destinations; removed outer casts on float share/curve assignments. Double division and integer transfer/scoring truncations retained.
src/SOURCE/PHILAI.cpp:philAI::QuickCombat(armyGroup * attacker,hero * attackerHero,armyGroup * defender,hero * defenderHero,i32 townBattle,i32 townId,float & attackerDamage,float & defenderDamage)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Eagle-eye traversal now has SpellType loop role; removed outer casts on actual float roll/diff/casualty assignments. Pre-double float rounding and integer experience/necro truncations retained; unrelated win callbacks unchanged.
src/SOURCE/PHILAI.cpp:philAI::StrategicValueOfPosition(i32 targetX,i32 targetY,i32 immediate,i32 checkEnemies,i32 * liveChance,i32 extraDistance)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Cache stores index actual flat i16 owners and use destination conversion directly. This preserves existing signed narrowing (not a lower-clamp behavior fix); floating score conversions retain numeric intent.
src/SOURCE/PHILAI.cpp:philAI::TurnValueOfObelisk(i32 player)#1	src/SOURCE/PHILAI.cpp	-	-	fixed	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	No-artifact sentinel and zero-obelisk guard precede table indexing/division. Numeric scaling remains; valid nonempty-map calculation unchanged.
src/SOURCE/PHILAI.cpp:philAI::ValueOfBuyingBuilding(town * townPtr,BuildingSlotType building,i32 & resourceValue,float & benefitCost)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Building ordinal uses H2EnumIndex; actual float adjustedValue assignments no longer repeat outer float casts. Explicit compound-expression precision and final resource-value truncation retained.
src/SOURCE/PHILAI.cpp:philAI::ValueOfEventAtPosition(i32 x,i32 y,i32 immediate,i32 * liveChance)#1	src/SOURCE/PHILAI.cpp	fixed	-	-	75c2e711ff4f0a744de5151537f949df40db25dc89d2aab84be9edc98efc48b8	Guardian count and +/-32000-clamped cache stores use actual i16 destinations. Metadata-to-creature/artifact/spell/skill decoding and weighted integer value truncations remain real boundaries; no broad event-rule changes.
src/SOURCE/REMOTE.cpp:DecodePacket(u8 * data,i32)#1	src/SOURCE/REMOTE.cpp	fixed	-	-	3926698be526ec4658cfc4a16677267ea1a55be1ec59d316e3352c912f5b45fc	Reads actual RemotePacket header instead of aliasing a char array as a header; wire length already u8. Modem ASCII/packet byte consumers migrated via object-representation view. Receive-count/logical packet validation remains outside this cast closure.
src/SOURCE/REMOTE.cpp:EncodePacket(u8 * data,char source,char destination,i32 length)#1	src/SOURCE/RemotePacket.cpp	fixed	-	-	0488ce7f74e869b04a40daf5be78a7600fc670c53a68b009dfb3cd4682bd29c0	Actual RemotePacket owns header plus existing268-byte transport extent; payload length is unsigned wire byte. Invalid lengths outside0..255 rejected. remote_packet tests every encodable length, exact CRC fixture, untouched tail and rejected inputs; ABI byte views are explicit object-representation boundaries.
src/SOURCE/REMOTE.cpp:PollRemote(void)#1	src/SOURCE/REMOTE.cpp	fixed	-	-	3926698be526ec4658cfc4a16677267ea1a55be1ec59d316e3352c912f5b45fc	Outgoing heartbeat/ACK has actual RemoteMessage owner; raw incoming and queued bytes copied into live message values instead of packed-struct lvalue casts. Redundant sender/exit/command store casts removed; transport byte views and allocation conversion retained. Shared Winsock raw buffer stays byte storage.
src/SOURCE/REMOTE.cpp:RemoteMain(RemoteGameMode gameMode)#1	src/SOURCE/REMOTE.cpp	fixed	-	-	3926698be526ec4658cfc4a16677267ea1a55be1ec59d316e3352c912f5b45fc	Queue records and player-info payload copied into live typed objects rather than aliased byte arrays. Remaining outgoing-object byte view and setup-command-to-i8 parameter conversion are genuine protocol boundaries. Full protocol validation is not claimed.
src/SOURCE/REQUEST.cpp:fileRequester::fileRequester(i32 x,i32 y,FileRequesterMode mode,char * pattern,char * directory,char * defaultExtension)#1	src/SOURCE/REQUEST.cpp	-	-	fixed	e41bb06f3152a5a99d650fcce54ce24f795e106fc61d98599f323cdc0f7583e2	Current callers already pass .MP2/.H2C extensions rather than six-byte wildcard patterns. Constructor now capacity-bounds pattern, directory and default-extension copies using actual member sizes; no padding enlargement.
src/SOURCE/SPELLS.cpp:combatManager::Armageddon(void)#1	src/SOURCE/SPELLS.cpp	fixed	-	-	bdb775fb1d7a8d6fd98ba498971c66f4c4fa4a0a5bc15c4953aa1707527f5c04	Palette restoration uses unsigned channel view of the actual palette allocation, eliminating eight repeated per-byte conversions; legacy signed brighten path unchanged. Removed outer cast into float scale; timing/damage truncations retained.
src/SOURCE/SPELLS.cpp:combatManager::CastSpell(SpellType spell,i32 targetHex,i32 castByCreature,i32 teleportDestination)#1	src/SOURCE/SPELLS.cpp	fixed	-	-	bdb775fb1d7a8d6fd98ba498971c66f4c4fa4a0a5bc15c4953aa1707527f5c04	Five teleport occupant-index stores use actual byte destinations; real damage/timer truncations and domain decoders retained.
src/SOURCE/SPELLS.cpp:combatManager::DrawBolt(SBolt * bolt,i32 stepCount)#1	src/SOURCE/SPELLS.cpp	-	-	fixed	bdb775fb1d7a8d6fd98ba498971c66f4c4fa4a0a5bc15c4953aa1707527f5c04	Unsigned pixel indexes red palette, eliminating negative access128..255. Actual five-entry red and15-entry rainbow declarations now bound width-derived lookups; no padding or enlarged tables. Screen coordinate guards remain; valid widths unchanged.
src/SOURCE/SPELLS.cpp:combatManager::Fireball(i32 targetHex,SpellType spell)#1	src/SOURCE/SPELLS.cpp	fixed	-	-	bdb775fb1d7a8d6fd98ba498971c66f4c4fa4a0a5bc15c4953aa1707527f5c04	All affected-hex assignments use actual i16 array destination without duplicate outer cast; real neighbor-direction enum decoder and damage truncations retained.
src/SOURCE/SPELLS.cpp:combatManager::RippleCreature(CombatSide side,i32 armyIndex,CombatRippleMode mode)#1	src/SOURCE/SPELLS.cpp	-	-	fixed	bdb775fb1d7a8d6fd98ba498971c66f4c4fa4a0a5bc15c4953aa1707527f5c04	All interval clears/fades and row writes now use actual480-byte span with clipped endpoints; wave index guard retained. spell_mask covers both edges, empty/reversed intervals and extreme endpoints.
src/SOURCE/SPELLS.cpp:combatManager::VaporizeCreature(CombatSide side,i32 armyIndex)#1	src/SOURCE/SPELLS.cpp	-	-	fixed	bdb775fb1d7a8d6fd98ba498971c66f4c4fa4a0a5bc15c4953aa1707527f5c04	Computes final integer row before checked mask write; no before-owner intermediate pointer. Negative/one-past rows ignored by actual span helper tested by spell_mask.
src/SOURCE/TOWN.cpp:town::Deallocate(void)#1	src/SOURCE/TOWN.cpp	-	-	fixed	77d997c7aa6ed54f0ce110a151d2bf1fc28f4eb166bf78524144769370e3cde1	Owner/ID/count checked before owner pointer, membership checked before compaction; absent/empty state returns without a negative-index write. Valid removal order retained.
src/SOURCE/TOWNMGR.cpp:GetCategoryStats(TownThievesGuildCategory category,i32l * const stats,i8 * const order)#1	src/SOURCE/TOWNMGR.cpp	fixed	-	-	00d7cc94f9fa8744e9e359eacb8c92819673a55ac18e2098f25d5a821f636640	Order byte assignment uses actual destination conversion; bounded player loop unchanged. Unknown category/roster contracts are outside this cast finding.
src/SOURCE/TOWNMGR.cpp:SortStats(i32l * const stats,i8 * const order)#1	src/SOURCE/TOWNMGR.cpp	fixed	-	-	00d7cc94f9fa8744e9e359eacb8c92819673a55ac18e2098f25d5a821f636640	Swap temporary now has same i8 type as order elements; no widen/narrow round trip.
src/SOURCE/TOWNMGR.cpp:townManager::BuyBuild(BuildingSlotType building,i32 cannotBuy,i32 quickView)#1	src/SOURCE/TOWNMGR.cpp	fixed	-	-	00d7cc94f9fa8744e9e359eacb8c92819673a55ac18e2098f25d5a821f636640	Resource ID/price packing uses actual i8/i16 destinations. Widget coordinate and icon-frame casts remain explicit narrow API parameters; H2_ALLOC-to-char remains actual allocation boundary.
src/SOURCE/TOWNMGR.cpp:townManager::SetupThievesGuild(heroWindow * window,i32 informationLevel)#1	src/SOURCE/TOWNMGR.cpp	required	-	-	00d7cc94f9fa8744e9e359eacb8c92819673a55ac18e2098f25d5a821f636640	Remaining casts pass computed pixel positions, icon frames and typed creature/portrait IDs into narrow widget parameters. These are actual UI API boundaries, not hidden array owners or incidental local storage round trips.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::InitMap(void)#1	src/SOURCE/X_CAMPGN.cpp	-	-	covered-pr	3a249a1a16e305cf08935c0672f6332d03a80555e03a4233b1b1e0a7a9c53f58	PR50 d284df810 replaces cross-member65-byte reset with DecodeSetup. Complete current body reviewed: bonus-hero branches already require positive roster count; catalog/tag fields and valid roster indices remain input contracts.
src/SOURCE/X_CAMPGN.cpp:ExpCampaign::IsSpecialLossCondition(i32 playerIndex)#1	src/SOURCE/X_CAMPGN.cpp	-	-	fixed	3a249a1a16e305cf08935c0672f6332d03a80555e03a4233b1b1e0a7a9c53f58	Removed eager arbitrary-player pointer; guarded expression directly indexes constant main-player slot only after player/campaign/map tests.
src/SOURCE/comwin.cpp:com_snd(i16 portIndex,u16,u16 length,void * data,i32 priority)#1	src/SOURCE/comwin.cpp	-	-	replaced	absent	Serial transport implementation and these flexible-tail consumers are absent on master; no replacement serial-buffer defect is asserted. Portable transport is unsupported; do not port old decomp fixes into unrelated Winsock code.
src/SOURCE/comwin.cpp:comm_wrt_task(void)#1	src/SOURCE/comwin.cpp	-	-	replaced	absent	Serial transport implementation and these flexible-tail consumers are absent on master; no replacement serial-buffer defect is asserted. Portable transport is unsupported; do not port old decomp fixes into unrelated Winsock code.
