path	line	end	name	status	body_sha256	review
src/BASE/Bzip.cpp	50	50	MODEL_8_15	read	3419414590058afece40b50ff4bbda7864487afaef4258e7000a9577fabeb150	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	51	51	MODEL_16_31	read	593cc7fbca1713930017dd2d8f399c7ee876094760942f11f5389629cf451f4a	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	52	52	MODEL_32_63	read	6bf31d7a50e954365603edcfcf6c3208de882721e7b64afe9d4426d15f9bff73	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	53	53	MODEL_64_127	read	2b157fe100f94434eb3237182a5590e207049bb59dda24f23e541bdda41f297d	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	54	54	MODEL_128_255	read	f5a285184f79b7a69cb8a0dd49d9e13d769bdcfde6fa5e9cd1e2e77f13941eb5	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	57	57	VAL_RUNA	read	32645e3c819c0e8f4915d1f2721ca74567fcae4a1b73055fa95b4d30f7d89250	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	58	58	VAL_RUNB	read	b38d649800c41ea410b72fa0028b3a6e97f0de91347f29c9fc74d45eae5e4560	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	59	59	VAL_ONE	read	ec44187a60a575762f89775b0df2e6d978556df6975473986ef0a1dc07de481b	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	60	60	VAL_2_3	read	7f022b1a60962fc8baae775d41cb36a8687c7ad79266bb0aa560a81f5edfa797	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	61	61	VAL_4_7	read	c059794832568be2dd8b65d7cb81cffa61e288343e8a37f15306c365ad0bfbd4	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	62	62	VAL_8_15	read	1ebd3a26ed76c3bba55581f03f812d8b784174cca131fa0a60a61670ed7404ae	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	63	63	VAL_16_31	read	d4e30362172e86d8b69764d4aa204e46b8eae622c5f36671de0ec4728f168dab	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	64	64	VAL_32_63	read	0087ccb3a1db5c63b27a54e00298c0d8bde20a92529e453cfc875b05137cef1a	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	65	65	VAL_64_127	read	22b074ab5b68ae620eae8a074b73714ed89d82e2cecb558d312d0e5452e19673	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	66	66	VAL_128_255	read	44c0fd16dcd24e4d58ceddc0e175bb8002b5d165792bbfd7a3e5089db2337a88	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	67	67	VAL_EOB	read	8f722b545c90ec3fb9a3004613339c4c1537d64bdc55a60b5a325e546a20b2d4	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	68	68	RUNA	read	c3fa64bfc4ae37d43bdcaf02a515e5071da09994be6a01fc30fab2595b4360dc	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	69	69	RUNB	read	2c217c893a5bf5ee8752eac52a7ee762d4ec181adcddacd502feccbad116f26a	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	70	70	EOB	read	53c2a382b8a9e5d3c59a7e16e4ac288857f9abacae8cfb0e9d8969ae944c3ff6	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	71	71	INVALID	read	8e900a590fdf4275b20253a232b7fd5fc58ed7e3a3418aa8bc9ca6f63fc95677	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	73	73	NUM_FULLGT_UNROLLINGS	read	edffed6a53cab62f01a85b37d69fb5505ea036897170cb2e07943d0305c1ec4f	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	74	74	MAX_DENORM_OFFSET	read	6a87590d01367fedb4853c3def89e56fa2bcda0af61e1d7571b50d24e82d69d5	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	130	130	MY_EOF	read	9383c7b7108085844629c1f33861d7c961ae6557d69e3ead4020e48cae6e562e	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	131	134	UPDATE_CRC	read	c6380b160e5431863659ea25b24fecfe5db04de92040d43022d4de2e892e5bde	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	136	136	IF_THEN_ELSE	read	3f8ffd2416a917383641a9e8b05c66385770aeff4a873bf725c19d2051dfaff8	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	137	137	GETFIRST	read	9f5f17428bc2cf79012e0ad1ceee4632da1b2e9ce9f51326302f56dea81b516a	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	138	138	GETREST	read	98ef2d7f436a045f0f956f402cc61dab2018938e73fadff0a0b03548f933fe20	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	139	139	SETALL	read	5c0f415853af720e100d652cb599bb2f7c688b1c646c34a3908f4e74864f78c8	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	140	140	GETFIRST16	read	a36e0889d297ccbc0a434732e5f9323141c17a2e8a31031a7b7d9689ce736d63	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	141	141	GETREST16	read	a1b14789a3e35af58689965a1b8bd926e842f72b55b2998cfa8396f78f786484	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	1042	1042	ISORT_BELOW	read	1e1358c2a69a1952812f8c778083eb4697a7d59891b548e70f6c4ec558f43711	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	1043	1043	RC	read	19bb20432ae5597091e68ca5111746158195ff98ae00d41db992a7a92bdcd1b5	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	1044	1051	SWAP	read	117ea251b08bc8e35fb5d1ac322cb866bf3b97d49673f3f48ab553cc49ba099d	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/Bzip.cpp	1376	1376	SPOT_BASIS_STEP	read	819d5c098db5809e3e61ccbc4e58d6297d2969cf5019f31489e49e8f38dac826	B09: all 88 bodies plus local macros; full compression/decompression, CRC, sort, MTF/RLE and file wrappers; R11
src/BASE/EXEC.cpp	43	43	gExecutiveText	read	d2c24d8a135d56b5f593e0dc3b28e836f65cd52939149f35b1346e716fb6ba70	B03: 10 bodies; manager priority/list lifecycle and complete modal/main dispatch; R04/R05
src/BASE/INPUTMGR.cpp	22	22	EncodeScanCode	read	e539f5b2cb74e8c630a585c5a6b3801322b8b521389ba467025e16dd4f203301	B07: 18 bodies incl two private inlines; full input conversion/ring/table/cursor checks; H13/H14; R09
src/BASE/MOUSEMGR.cpp	17	17	MOUSE_CURSOR_MASK_SHIFT	read	7f760fb307514ebaec45a9716a77184888f06d5828d6a271257fa24a4c86034e	B07: 17 bodies; full native/software cursor setup/update/hide/restore and masks; H04/H13/H14; R09
src/BASE/MOUSEMGR.cpp	18	18	MOUSE_MANAGER_SOURCE_FILE	read	c266067a258427b568feb7e625b540ee538b57ccb73b35938c583487b0e78305	B07: 17 bodies; full native/software cursor setup/update/hide/restore and masks; H04/H13/H14; R09
src/BASE/MOUSEMGR.cpp	19	19	MOUSE_MANAGER_NAME	read	e8c727977fb4209b2d1d052b2b0326071e9a63c0a4ac358f7cab92407bed648e	B07: 17 bodies; full native/software cursor setup/update/hide/restore and masks; H04/H13/H14; R09
src/BASE/MOUSEMGR.cpp	20	20	MOUSE_MANAGER_ADVENTURE_ICON	read	667dac933953348e55b37e04dc0fdff61c200bb8b08cbb9d2ab68bf8420dacd7	B07: 17 bodies; full native/software cursor setup/update/hide/restore and masks; H04/H13/H14; R09
src/BASE/MOUSEMGR.cpp	21	21	MOUSE_MANAGER_SPELL_ICON	read	39c1f994563c7b0eb60d94cb19031177c5570b2c1c92f553d248637bc90f98d5	B07: 17 bodies; full native/software cursor setup/update/hide/restore and masks; H04/H13/H14; R09
src/BASE/MOUSEMGR.cpp	22	22	MOUSE_MANAGER_COMBAT_ICON	read	79e44ff5dbc3095ac4f829c4af192bc2338f654f6033fb0da467747fa0af4588	B07: 17 bodies; full native/software cursor setup/update/hide/restore and masks; H04/H13/H14; R09
src/BASE/MOUSEMGR.cpp	23	23	MOUSE_MANAGER_ADVENTURE_BITMAP	read	4a9d590d05440300e398098e1a2fe0f452374bd63488e1f308c1fa78142abdcd	B07: 17 bodies; full native/software cursor setup/update/hide/restore and masks; H04/H13/H14; R09
src/BASE/MOUSEMGR.cpp	24	24	MOUSE_MANAGER_SPELL_BITMAP	read	880d7eb092868343ca3df7cd8231037e506b60fa8b3358aba979202bc2c66cf1	B07: 17 bodies; full native/software cursor setup/update/hide/restore and masks; H04/H13/H14; R09
src/BASE/MOUSEMGR.cpp	25	25	MOUSE_MANAGER_COMBAT_BITMAP	read	fdec402ce10b938d6c34e5258fcfae13408c08bee43778f588f4e4e052cd63b1	B07: 17 bodies; full native/software cursor setup/update/hide/restore and masks; H04/H13/H14; R09
src/BASE/Misc.cpp	1	1	HOMM2_MISC_INLINE_ICONENTRY	read	217bc462a50b69fa2de39785711fe85d9e9255baa8ba657f2b4ebba70a851c0a	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	14	14	MISC_REGISTRY_KEY	read	89c517f4c7cc6eacaa98ad2847aaebb53c28fa03c88a65c8ed35fce66ddb3853	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/TEXTWDGT.cpp	74	77	SET_WIDGET_MESSAGE	read	f2251e824f97673a602adebd9b51266aa66672f42e7028d387f4df4491d5bdd3	B01: 8 bodies; H01-H04; text ownership and union modifier preservation
src/BASE/WINMGR.cpp	63	63	DATA	read	dd38e3def69eb4e0bff3bdb4b4a40ee4dae8fd88e2851c22f87bd82831616752	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	65	65	DATA	read	52e207aad98d607e276e9e3d8ad8eafc54cf5860aaa7e96936b1591ec8f2e0f5	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/soundmgr.cpp	47	47	NORMALIZED_VOLUME_MAX	read	2d3e0b2a9678f499efceac31b476b52bc9ec496f3656daa4928b2b248848d380	B06: 22 bodies; both backend selection/failure/dispatch, full fade state machine; H07/H14; R08
src/SOURCE/ADVMGR.cpp	963	963	ADVMGR_ENVIRONMENT_VOLUME	read	624c01129c704a29e89c54f36c6bf78c1e6ec2293d60a937acb7ea1a4ddb2d91	B25: all 95 bodies, constants/macros/data; full lifecycle/input/draw/radar/UI/context/travel/sound/route/network/puzzle/options/visions paths; H01/H06/H07/H14/H20-H22/H24-H26/H29-H33/H41/H44/H59-H63/R26
src/SOURCE/ADVMGR.cpp	964	965	ADVMGR_RADAR_LEFT_FLOAT	read	c3709277603a13b2450d7a1f9f717cb344672ff21002bdad6f2ac0f34c940d56	B25: all 95 bodies, constants/macros/data; full lifecycle/input/draw/radar/UI/context/travel/sound/route/network/puzzle/options/visions paths; H01/H06/H07/H14/H20-H22/H24-H26/H29-H33/H41/H44/H59-H63/R26
src/SOURCE/ADVMGR.cpp	966	967	ADVMGR_RADAR_TOP_FLOAT	read	5b06720c6df4b19418301e6bc2d740d40074db482742ee5a4d53779e9f226b01	B25: all 95 bodies, constants/macros/data; full lifecycle/input/draw/radar/UI/context/travel/sound/route/network/puzzle/options/visions paths; H01/H06/H07/H14/H20-H22/H24-H26/H29-H33/H41/H44/H59-H63/R26
src/SOURCE/ADVMGR.cpp	968	969	ADVMGR_LOCATOR_SCROLL_BASE_Y_DOUBLE	read	50fa810e8a743cdb8fcb756de77a28a1c171d60fd510f2f958614743d0937926	B25: all 95 bodies, constants/macros/data; full lifecycle/input/draw/radar/UI/context/travel/sound/route/network/puzzle/options/visions paths; H01/H06/H07/H14/H20-H22/H24-H26/H29-H33/H41/H44/H59-H63/R26
src/SOURCE/ADVMGR.cpp	970	971	ADVMGR_LOCATOR_HERO_SCROLL_SPAN_DOUBLE	read	d5e6eb29fb1a9f5e46dddd94a4cddc1c1d1102c941297bfde73e9ab2a2816a87	B25: all 95 bodies, constants/macros/data; full lifecycle/input/draw/radar/UI/context/travel/sound/route/network/puzzle/options/visions paths; H01/H06/H07/H14/H20-H22/H24-H26/H29-H33/H41/H44/H59-H63/R26
src/SOURCE/ADVMGR.cpp	972	973	ADVMGR_LOCATOR_TOWN_SCROLL_SPAN_DOUBLE	read	ea54b2f586b54573b2593d72446b9cde8d49ae120f291bee84875da0e0b60be9	B25: all 95 bodies, constants/macros/data; full lifecycle/input/draw/radar/UI/context/travel/sound/route/network/puzzle/options/visions paths; H01/H06/H07/H14/H20-H22/H24-H26/H29-H33/H41/H44/H59-H63/R26
src/SOURCE/ADVMGR.cpp	974	974	ADVMGR_REMOTE_PAYLOAD	read	a69a6874877abd647f98cc2674acdafab1ff3007ff4aa0051f2cd272e8da1fc5	B25: all 95 bodies, constants/macros/data; full lifecycle/input/draw/radar/UI/context/travel/sound/route/network/puzzle/options/visions paths; H01/H06/H07/H14/H20-H22/H24-H26/H29-H33/H41/H44/H59-H63/R26
src/SOURCE/ADVMGR.cpp	978	978	ADVMGR_VISIBILITY_AT	read	a06e51ea4f4332ff8fabc4fce09b7ce79fc26b59596117912aa36b11c8313b92	B25: all 95 bodies, constants/macros/data; full lifecycle/input/draw/radar/UI/context/travel/sound/route/network/puzzle/options/visions paths; H01/H06/H07/H14/H20-H22/H24-H26/H29-H33/H41/H44/H59-H63/R26
src/SOURCE/AI.cpp	18	18	COMBAT_AI_QUANTITY_ESTIMATE	read	747fbdcb6d2e1f814e933b3a1d6afe0b995aafdc7bb0b4964478c23c002f366e	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	19	19	COMBAT_AI_TOWN_STRENGTH_MODIFIER	read	1aeda0c75cd8f033294c6386d412e4ec1c1f45366cd980cb1d82578562b6d007	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	20	20	COMBAT_AI_BASE_RETREAT_CHANCE	read	0fe150ec0054bdc2851077bac40d8e6da183157805643bd8e21386a03c4b6244	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	21	21	COMBAT_AI_MAX_RETREAT_CHANCE_COMPARE	read	164edf29d71768abd2bd5f8aa5f21f234075c5b54305bab58164202b0ed960bb	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	22	22	COMBAT_AI_MAX_RETREAT_CHANCE	read	c6a5132d29183fe78bb3b4a6f81cf4f580b511416fa108b76b5ab074f30af8ef	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	23	23	COMBAT_AI_HIGH_ARTIFACT_RETREAT_BONUS	read	4688064f837507ff65cb505c68b5bd380fd6df3024438cc5fe725ca50aae4d9b	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	24	25	COMBAT_AI_MEDIUM_ARTIFACT_RETREAT_BONUS	read	45dde838b1f4962e110b415920ad67df25b9bdd386a785c79ace25de58716c90	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	26	27	COMBAT_AI_LOW_ARTIFACT_RETREAT_BONUS	read	07fe86fa6a870c74eda6f7dac17c73d7507bcbeba2fa35bf1010e556176698c7	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	28	29	COMBAT_AI_STRENGTH_30000_RETREAT_PENALTY	read	b1750754c9ed6e25fc947fcb6cf7b1d828f11092a09fa8ac0a6e2c1fedd2d03f	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	30	30	COMBAT_AI_STRENGTH_15000_RETREAT_PENALTY	read	701abbe11efd7bffb72020d09e4509de3b863a6829df2d2269467b0c286ac311	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	31	31	COMBAT_AI_STRENGTH_5000_RETREAT_PENALTY	read	56b0ed983d347cf009179662b16247af9a8d0eb2ef99bcfa44dc39c2761a1bff	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	32	33	COMBAT_AI_STRENGTH_2500_RETREAT_PENALTY	read	1a4cd77e245d8024f657b97649efeb259941c74e4b69ee1b99261b25d93a6666	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	34	34	COMBAT_AI_DIFFICULTY_RETREAT_STEP	read	8dfec30d903e318acdac03887db623ba2cfa6b9c4c2f6bcfead77f8042574d29	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	35	35	COMBAT_AI_MAX_EXPERIENCE_BONUS_COMPARE	read	bb75e53706d29e64df07d0c2e4ddfdb2a7bcac94ddcc468fb9fb87eb66a58076	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	36	36	COMBAT_AI_MAX_EXPERIENCE_BONUS	read	c0a949257577d84b13bec22df135601bad6a95693039b63095e00e5a3111e40b	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	37	37	COMBAT_AI_ATTACKER_RETREAT_PENALTY	read	323b3bd3433be17f1d8fdfc96a05b2a0507cdcfcc87f8dcae0a26dbcedc29082	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	38	38	COMBAT_AI_TOWER_LEVEL_SCALE	read	5d1acc4112a81b97d7cc51205c956dd4a855d95f12a4da059b37d6f9e40cad2c	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	39	39	COMBAT_AI_TOWER_BASE_SCALE	read	c7078f78d2e1c8d6a3686bdbc7b6dc1d02734396dca45ae298148b3507955c22	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	40	40	COMBAT_AI_LICH_PRIORITY_MULTIPLIER	read	1973c44098d5b7ce5f36d9e4ce52ccbff06136f9b7889d148ee70a59d0c43989	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	41	41	COMBAT_AI_LICH_HIT_POINT_SCALE	read	d909fe5a3e6bf50d8ad7296c4ad9f716d260b063df49a209623979d21f0bf362	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/AI.cpp	42	43	COMBAT_AI_MIN_LICH_DAMAGE_SCORE	read	5d9528f1ba8b558a407a69b1385c0becd6e0375c01bdc02e723d6e95a1a5790c	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/ARMY.cpp	29	29	ARMY_HASTE_WALK_DURATION_SCALE	read	0e550bc559637beaf4af1596352cb4730ec383f40218f5f06be6d15ac1edb1ab	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	30	30	ARMY_SLOW_WALK_DURATION_SCALE	read	96b362b825abe5072e9cc3702911426542ce49e093cc44b0b234d818a9f2f0c6	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	31	32	ARMY_PROJECTILE_PI	read	9a394ce960b5c9357361b7535afbccf197df49aff2f09eea10622dce9eac2175	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	33	33	ARMY_SHOOT_UP_MIN_ANGLE	read	688e0069f463d1b48e585d6999010279d76df594ae5dec416be6cacccc2b0ef8	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	34	34	ARMY_SHOOT_FORWARD_MIN_ANGLE	read	3ce29690858fcc75bcc0b0ca577c2cc6f6aff0e594d460175f774c0a7976e8ac	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	35	35	ARMY_SPELL_CHANCE_NONE	read	de1cd107ed7f40cbf529d29bdf68405a6300c52e642aaa1312af8dab3b90a7bb	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	36	36	ARMY_SPELL_CHANCE_DWARF	read	a553b3b4354b2a7748a511ecae5034012bc2f99d304e5dde745cb7ac180b0bb3	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	37	37	ARMY_SPELL_CHANCE_ALWAYS	read	9f532bd92fa8ef82848c1dbf88bb7338af4654630aa16d0b84529a1e5fd52820	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	38	38	ARMY_SPELL_CHANCE_PERCENT	read	a1c4a95508547c40a19067e9648132903102ed8ff00755c0a128fc081a9949e5	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	39	39	ARMY_RANGER_ATTACK_DURATION_SCALE	read	e091d14e41760309ea22a1499ac22f4e5275889da943443d7153973bebaa63d3	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	40	40	ARMY_DURATION_BASE_SCALE	read	b068f32c8e2fdc8b7b7064d2ed85d211526edd3df1f74e03bfb00c7c42b9c51c	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	41	41	ARMY_ATTACK_DURATION_SPEED_SCALE	read	82f8de68f8a326b17551daf29d548df703a1b66cccd98b82c479272d399fa959	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	42	43	ARMY_WALK_DURATION_SPEED_SCALE	read	21e0aa7089971e7b834cb15e2c1e2f3f8e13d5273da99289b1273b572063fb3f	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	158	158	PROJECTILE_HALF_TURN_DEGREES_FLOAT	read	3357af9ddf93682a0688ca4cc4cc4fed21b842df26bb4daa070f03260491152c	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	159	159	PROJECTILE_DIRECTION_MIDPOINT_DIVISOR	read	9eb8c20c9a43cbf643979fa421fb239690aa5a817798a1e2b3ac5d9e5ccdbf39	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMY.cpp	160	160	DAMAGE_DOUBLE_MULTIPLIER	read	4ac8f3e01920dfdf4b2acd1a8dcc6cde072abd4d7ce1726bfe5507feacc4ab0f	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
