path	lines	functions	macros	status	sha256	review
src/BASE/ICONWDGT.cpp	216	7	0	read	9c93345e6c70be30c385fc318532ba878fd950666403dbcbc83892e1a8710d28	B01: 7 bodies; H01-H04; disabled replacement exception and release-event order; R01
src/BASE/INPUTMGR.cpp	584	18	1	read	1567deef750c9ba1cfbd2939ec9bb65073836db6bea7e26722b171de17873c8f	B07: 18 bodies incl two private inlines; full input conversion/ring/table/cursor checks; H13/H14; R09
src/BASE/Icon2b.cpp	170	1	0	read	e790e3b76d481df35a558f81206e2d9162ea9f92b2e7e3f4c3ed22c65e35b0c9	B05: complete decoder body, indexed boundary reconciled; H06/H10/H11/H12; format/direction contracts R06
src/BASE/Icond2b.cpp	103	1	0	read	ea9b1b6dca11acc842c7b3588d2dadd11ae309e2e11edbfd4eb26c990ac889be	B05: complete decoder body, indexed boundary reconciled; H06/H10/H11/H12; format/direction contracts R06
src/BASE/Icondf2b.cpp	110	1	0	read	0aabe6cea92283c4848325cb3489d256d6020efe08cd6701f5955acfce188e4c	B05: complete decoder body, indexed boundary reconciled; H06/H10/H11/H12; format/direction contracts R06
src/BASE/Iconf2b.cpp	199	1	0	read	e4ee63ea92cd19e6af2258c074cb0a2a3665a4e85cc6c8eab8c90e015c3e7bc7	B05: complete decoder body, indexed boundary reconciled; H06/H10/H11/H12; format/direction contracts R06
src/BASE/Iconm2b.cpp	87	1	0	read	6d89a4722c83f4d7b82e132c26a470ac8e26838da2b393e0039791fe409739b1	B05: complete decoder body, indexed boundary reconciled; H06/H10/H11/H12; format/direction contracts R06
src/BASE/Iconmf2b.cpp	89	1	0	read	6b9f9b8de7153ddcf11baff992682fa8c2827da95becaf39820882649d6c9cca	B05: complete decoder body, indexed boundary reconciled; H06/H10/H11/H12; format/direction contracts R06
src/BASE/MOUSEMGR.cpp	646	17	9	read	3b03cba5b77e6affdc8190aec59e6c3920780a990ed0c80436ebebb963385168	B07: 17 bodies; full native/software cursor setup/update/hide/restore and masks; H04/H13/H14; R09
src/BASE/Midi.cpp	157	6	0	read	6fc8dadf5d6368a71cc9020610eb920838d9e884f8d6251326dca57474930e83	B06: 6 bodies; all sequence startup/play/stop/shutdown/fade paths; R08
src/BASE/MilesSound.cpp	206	12	0	read	919e63aa189824b9b6916eb88e35dab4a6fc074aa8724b88ead54061d6dcbef6	B06: 12 bodies incl private MilesSampleFormat; pool/channel/service/volume behavior; R08
src/BASE/Misc.cpp	2182	48	2	read	0cea1d4c617a67daef0cb845c95c9fb80fe91f16b9fd9c1dc4c760272346a434	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/MusicFlags.cpp	24	3	0	read	92cd3d0abe52bc3533dadcd23babff16b01514f147be89bcbe6293557e4cb125	B06: 3 bodies; provisional feature/flag contracts; no invented semantics
src/BASE/PALETTE.cpp	35	4	0	read	a133bc0974b95e481031e435184be0710798ceb49fa33e453db521e2ba67e29b	B04: 4 bodies; resource load/lifetime and named display dispatch
src/BASE/RESMGR.cpp	515	31	0	read	90e3bca084190f6899a3564a1e5c1330ff2abcb7335766f1575fc0b6c1c4e682	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESOURCE.cpp	25	3	0	read	76c8461449fdc8073f58466ae93fe4429d154bb60af3f00e67280ef7505457c5	B02: 3 bodies; category/refcount/list initialization; already natural owner
src/BASE/Ripple.cpp	88	1	0	read	d3b1a07204c1db98896cfe5db134e476c645752500c6eb47a3958f3c9e1b258d	B04: 1 body; axis clipping, explicit pitch and shear iteration; H09/H10
src/BASE/SAMPLE.cpp	101	4	0	read	bd899a43069339620c32f5beb611d63d4b0b470e2524da8e3263a436c0a042e0	B06: 4 bodies; filename format parse, allocation/read and sample/MIDI destruction; R08
src/BASE/TEXTWDGT.cpp	175	8	1	read	d1dbb376c504c7c5d8c7bd301326b699f083b15998b04842f1be8f9a60a8227b	B01: 8 bodies; H01-H04; text ownership and union modifier preservation
src/BASE/TILE.asm	138	1	0	read	a23dfc6b4cd0be08b3521f24bf7362ab81ad241d7ca468f28a4453b3a02ecbd0	B04: 1 assembly body; all four orientation paths and REPT blocks; R06
src/BASE/TILESET.cpp	25	2	0	read	60f48d77ab0d3a0bc34790842e22844cc28492830061dac2f926555932c42bd1	B04: 2 bodies; word-count resource allocation/read and lifetime
src/BASE/Textntry.cpp	475	7	0	read	6cf272cadffe29a7d941b2e0cb0cb888a3e26c3d395b54a5b306cc898a915161	B02: 7 bodies; H01-H04; full edit loop, key conversion, caret and display offsets
src/BASE/WIDGET.cpp	175	7	0	read	05b5c3a6558559d17b1c9b2e475c0a223a7f3cc512b15534245beb603d654842	B01: 7 bodies; H02; flag/update sequencing; R01
src/BASE/WINDOW.cpp	383	15	0	read	470241cd94088280bf3f770ad024bdf2360120b3e6ad78726cbac3f3df9549b2	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINMGR.cpp	679	22	2	read	b99f4ae56fe2208ad41fd1ae17a0745e597123d36ba60839435bbc3130bdefee	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/bmap2.cpp	92	4	0	read	608aa96c20c993e0e75e89510bf0ce0c0a927cab051fb865005a43b0aa1cbe55	B04: 4 bodies; fill/blit/dim loops, pitch and palette contracts; H10; R06
src/BASE/droplist.cpp	639	10	0	read	d8f839f8c70e389ac59d6ff7a61d4c9d39e31fd8dc1154af5d75a618772335ab	B02: 10 bodies; H01-H08; popup lifecycle/keyboard/first-release differences; R03
src/BASE/icon2bc.cpp	193	1	0	read	ca93186adf5deb223cfb483727d1376c3c74df4d6c8934160b11ec3113c156db	B05: complete decoder body, indexed boundary reconciled; H06/H10/H11/H12; format/direction contracts R06
src/BASE/icon2bs.cpp	77	1	0	read	edc23efebd89927f2b53262946d786add933d99ffae78c9361ee922a74c64acc	B05: complete scaling body; native delegation, temporary bitmap and transparent sampling; H10/R06
src/BASE/icon2by.cpp	153	1	0	read	22e525595d215aba11aa0706a1fe45b3522869bab2d8f230e1b977bae9de27fd	B05: complete sheared decoder; state, clipped runs and shear-before-y-increment row reset; H06/H10/H12; R06
src/BASE/iconf2bc.cpp	200	1	0	read	231940cad308a90e3f681be1411b5bb2e41c8f228d6596b514a4a29ace8693bb	B05: complete decoder body, indexed boundary reconciled; H06/H10/H11/H12; format/direction contracts R06
src/BASE/iconf2by.cpp	178	1	0	read	f9312f65e08c74096d99cf775ed467b4d58d936d08416614d3216d54d6985187	B05: complete sheared decoder; state, clipped runs and shear-before-y-increment row reset; H06/H10/H12; R06
src/BASE/listbox.cpp	538	8	0	read	08c4e9385dd8785a2d5e4ec8272b17fe91e1264ae7f9b3ec78e2db15f4f660dc	B02: 8 bodies; H01-H08; item ownership, row geometry, dragging and double click
src/BASE/miscwin.cpp	89	2	0	read	14d866b4c87c49c46eb75011803c8cfbc14b146d711c408f930f1fc65a6bff0e	B04: 2 bodies; VESA fixed-pitch blit, enlargement/net-box exclusion and scaled invalidation; H10/R06
src/BASE/soundmgr.cpp	537	22	1	read	3048046ee3a40b2fd3fa2bfb1ad98218d1c624d4a750474a04b4d8231b0d26ca	B06: 22 bodies; both backend selection/failure/dispatch, full fade state machine; H07/H14; R08
src/EDITOR/mapcell.cpp	264	11	0	read	11b81e769b3dec0a107ab95f9d75e7eebabc1b2ac352d8aceb155b3d4108d33f	B12: 11 bodies; allocation/extra chains/old-format read/write and both tile branches; R14
src/SOURCE/ADVMGR.cpp	10885	95	8	read	07da270722ada59c233a8fbf9567d07e2753ba0362924e4eb125f2203b93cc7c	B25: all 95 bodies, constants/macros/data; full lifecycle/input/draw/radar/UI/context/travel/sound/route/network/puzzle/options/visions paths; H01/H06/H07/H14/H20-H22/H24-H26/H29-H33/H41/H44/H59-H63/R26
src/SOURCE/AI.cpp	1090	19	21	read	e1f8672e44f987d575de14ae592345b6cfdb07d22107cc019c6842e248bea14d	B21: all nineteen bodies; full retreat/strategy/lich scoring/masks/target ranking/approach paths; H21/H28/H39/H49/H50/H53/H55/R23
src/SOURCE/ARMY.cpp	3674	47	18	read	5653eee7093d2efcf72493adcd5e376eed1507dd54326d707a2ff55e6e297bf6	B16: all 47 bodies incl two private CP1251 inlines; full initialization/geometry/walk/projectiles/attack/damage/death/effects/spells/berserk/frame metadata; H06/H07/H28/H33-H40/R18
src/SOURCE/ARMYGRP.cpp	282	14	0	read	a07f6e863a42914a706bbbfeeface6cbbef0954a33a8e573587c9822175adee6	B12: 14 bodies including strict SwapValues; full morale/slots/damage and conditional swaps; H20/R14
src/SOURCE/CMBTMGR.cpp	2443	38	8	read	c6830fbba94e6a8da5c7564e4b9775d6485a668f54b63b851ff1d03ec7a26ab7	B15: all 38 bodies and constants/data; complete setup/map/armies/morale/catapult/keep/obstacles/missile/options; H01/H14/H20/H21/H24/H26/H28-H32/R17
src/SOURCE/COMMAND.cpp	3263	36	14	read	0415faf2879b028df320eb313adafefad2ecf24fcafa211feb986427312f670b	B24: all 36 bodies; full command/direction/input/round/win/reward/network/action/cycling/add-army/ballista paths; H01/H17/H20/H28/H30-H33/H35/H36/H43/H50/H51/H53-H58/R25
src/SOURCE/CURSOR.cpp	1583	18	1	read	9640b4070918a09eb3b6b964b4a1c3b7bb6b9da952b77f43e76586b393573251	B23: all eighteen bodies; full cursor/shadow/movement/event/validation/origin and ordered map-change queue/transmit paths; H17/H19/H22/H24-H26/R24
src/SOURCE/Campaign.cpp	1129	7	0	read	9bace5d261c51e3cc6930bae7485969b4e001408c5f44626f824221c932242c3	B40: all seven bodies; complete win/replay/track/bonus/handler/side-switch/reset/map/hero/award/carryover paths, constants and data; H30/H31/H32/H71/H79/H80/H81/R39
src/SOURCE/Castle.cpp	850	3	0	read	9b224b9cf52512e737df8b570eee82e4d9c0f68d4cd2207987d9643d0deb88fb	B30: all three bodies incl CannotRecruitHero inline; complete construction/upgrade/captain/terrain/status/hover/formation/recruit/buy paths and data; H01/H20/H24/H30/H31/H72/H73/R30
src/SOURCE/DRAWING.cpp	1830	13	0	read	7937a64778bf5e55c878cb1f2c3eac6cd943b4adca8a69b60136e403aac1d23c	B17: all 13 bodies incl both CombatMessage overloads and complete DrawFrame/DrawSmallView; full message/grid/background/hero/wall/moat/mini-view ordering; H01/H20/H28/H34-H36/H41/H42/R19
src/SOURCE/EVENTS.cpp	9078	43	8	read	6f4b6007b9a64974ff4791c131495be3bb06d6b7c2d7b16a5512801ca40ca1a5	B42: all 43 bodies incl private lowercase inline; full human/AI events, object erase, sites/recruitment/rewards/monster armies/interactions/artifact transfer, combat/network and string comparisons, constants/macros/data; H01/H22/H29-H31/H33/H59/H68/H69/H82-H84/R41/R42
src/SOURCE/FINDPATH.cpp	593	12	0	read	97adb74b82448236772fe96fb9c82fc224fabeb4be314a35f1f78e306fe87c52	B14: 12 bodies; storage, both priority queues, terrain/directions, combat path and moat lifetime; H24-H28/R16
src/SOURCE/FLY.cpp	476	4	1	read	119bad9ab6fdf5f1a43490feb68d0e1ce25e9acf134e39679c6cddcd28656fbf	B18: all four bodies incl FlyTo overload; full fit/search/facing/occupancy/sound/animation/timer paths; H28/H34-H36/H41/H43/H44/R20
src/SOURCE/GAME.cpp	8051	103	56	read	e78a08b9b2fdc8ed202f8d5485c6aec6ff07630136ce9cb5257cc649bce616fb	B29: all 103 bodies incl four unannotated inlines; complete player/save/load/puzzle/map/setup/calendar/UI/random/visibility/transfer/diff/rumour/event/consistency/test paths and macros/data; H01/H07/H17/H20/H22/H24/H26/H29-H31/H33/H44/H68-H71/R29
src/SOURCE/HERO.cpp	2131	41	1	read	9901faf80369650289fa0c1e8d71db53994044a0bc5e3d205dfb00fc4b066fb9	B13: all 41 bodies; full hero stats/spells/skills/level/deallocation and UI handlers/setup/splits; H01/H21-H23/R15
src/SOURCE/HEXCELL.cpp	138	8	0	read	af8e4915ec3fec698e22e584947eca636521f2be022e5cf6e102909127942720	B12: 8 bodies; current/dead occupants, facing-dependent draws, tower parity and empty hooks; R14
src/SOURCE/HISCORE.cpp	320	5	0	read	a93911b2e501b938d39c1c7a60b666885d3e7eb63c681d0667240a46be7f689b	B33: all five bodies; full score-manager lifecycle/input/timing/animation/file-record/display/highlight paths; H14/H31/H70/R32
src/SOURCE/KB.cpp	11500	75	6	read	bc4aa441a7a83468b067b484548f50725aa879540872c7d348bd128d1be964e4	B43: all 75 bodies incl three local inlines; full application/menu/building/end-game/morale/luck/score/chat/network/shutdown/sound/dynamic-window/dialog paths and complete macros/static game/localized data; H01/H02/H15/H17/H20/H22/H30-H32/H68-H70/H72/H85-H88/R43
src/SOURCE/Modem.cpp	419	15	0	read	0f54ae68a192f37429c53437d53c213c651574b72e8f921dde1da25c6f412d9f	B28: all fifteen bodies; full setup/command/response/byte/handshake/streaming-frame paths and data; H30/R28
src/SOURCE/NOOPT.cpp	25	3	0	read	c2499baf250242e557c395e14c32144c56203d95c4a03a93b42fa5d7085b5f4b	B10: 3 delay bodies; pointer reread vs value deadline, message then sound polling; R10
src/SOURCE/Netbios.cpp	247	5	0	read	0a880bda101394c0299eef93e8f5c073fdd63c63f2314f40429b55d35e2a5c52	B28: all five bodies; full host/guest/name/receive/wait setup and data; H30/R28
src/SOURCE/Newgame.cpp	2319	16	0	read	0a462978001a3348debdfaa6bbeb2d264aee172236817e930731839906ce6cfe	B38: all sixteen bodies; complete local/remote setup, player/window/handler/chat/caret/scenario/loss/victory/side-text paths and data; H01/H20/H30/H31/H32/H68/H69/H77/R37
src/SOURCE/Overview.cpp	1578	7	5	read	451e8ec6412d9c885a9c4cc9c4cca15d9ea95a1b688d83aacd3f53c5f9fa4e14	B34: all seven bodies; full dynamic row/ownership/town/hero/resource/tab/scroll/drag/selection paths, private macros and data; H01/H05/H07/H20/H30/H31/H62/H76/R33
src/SOURCE/PATH.cpp	638	12	0	read	4adf75e500c06c8b8644f2c954570578b72fdd4fd1c9c2fb55de21b977e823e8	B14: 12 bodies; full walking/attack/wide/special direction paths and ordered GetBestDirection; R16
src/SOURCE/PHILAI.cpp	6863	84	218	read	b6fe8a3fc9270d659da0859e8651d18cb104a1626112761fefa002a0acd90ac1	B44: all 84 bodies incl two private owner-slot inlines and empty/constant routines; full strategic AI, purchase/path/teleport/value/battle/interaction/transfer/event/cache logic, 218 numeric macros and data; H17/H19-H22/H24-H27/H29-H31/H33/H55/H71/H82/H87/H89-H96/R44/R45
src/SOURCE/RECRUIT.cpp	458	8	0	read	801b298faf802f09b349ffbe24f8ad67ab90598ec19fbc99c8c902866f3adae2	B31: all eight bodies incl both constructors; full setup/open/update/input/purchase/close/quick-view and first-nongold-cost selection; H01/H07/H14/H30/H31/H69/R30
src/SOURCE/REMOTE.cpp	891	13	3	read	4f0b9890b7b485716fc3a1bb200bf7f7614ae3ef75345e0867b340d22f03f30e	B26: all thirteen bodies; full cleanup/setup/CRC/packet/backend/retry/queue/heartbeat/timeout/request-reply paths and data/macros; H30/H68/R27
src/SOURCE/REQUEST.cpp	1247	16	0	read	98e7c3eaf83bdcf2243c626472133899853a5dd9b53aa32b4775a0d96d5651ff	B37: all sixteen bodies; complete header reader/filter/two-pass enumeration, lifecycle/input/scroll/row/filename paths and data; H01/H07/H14/H30/H31/H70/R36
src/SOURCE/SEARCH.cpp	393	2	0	read	377a8a734f66a97d602f4a134060e81ec90f16bfd32941403eb76ae9de1f0868	B14: both complete bodies and static SeedPositionState; adventure path/reseed/target/monster scans; H24-H27/R16
src/SOURCE/SETUP.cpp	1184	23	0	read	7441ca86d3515fdfa5ee7c31f83f265b7c584aedd7fee313fc89c465f6b0e962	B39: all 23 bodies; complete setup/configuration/OS/DLL/menu/load-requester and help/shared-handler paths, constants and global; H01/H17/H30/H31/H32/H78/R38
src/SOURCE/SMACKMGR.cpp	851	8	1	read	a1eb2af13ac68e181d71fda6de78f61da3742d2e8bec5a82bb437c26c00c88c6	B35: all eight bodies; full palette/frame/primary-companion playback/input/selection/backend/lifetime/speed-test/summary paths, logging macro and 75 options; H02/H19/H30/H31/R34
src/SOURCE/SPELLAI.cpp	1479	11	19	read	40c0bdeadb581158ae48cee719cec4c7c3d6e5090cf9efa371e9ba941bc7d0a5	B20: all eleven bodies and score tables; full selection/duration/influence/create/cure/resurrect/damage evaluation; H28/H46-H50/H52/R22
src/SOURCE/SPELLS.cpp	3918	37	28	read	b339f7e92d3169ddcb1f10cffbd9b24a8ee69fc453a70c02403bb4e3dc94a85b	B19: all 37 bodies and data/macros; full spell UI/target/cast/damage/bolt/palette/ripple/mass/mirror/resurrection/earthquake paths; H07/H28/H30/H31/H34-H36/H38/H40/H42-H47/H51/H52/R21
src/SOURCE/STRIP.cpp	255	8	0	read	84c4cabee40151de454c319a79cdea882d4dd1844d514a32e88970dcf223c38f	B31: all eight strip/bank bodies; complete ownership/cache invalidation/replacement/slot draw/frame/bank update paths; H21/H31/R30
src/SOURCE/SWAPMGR.cpp	1023	13	0	read	ec7358b6d718a55c9e553b5dddd03c6cc54043eea7cb126a2d6bb58153662473	B32: all thirteen bodies incl both constructors; full lifecycle/selector/input/artifact-stat and extra exchange/army view/merge/swap/split/display phases; H14/H21/H30/H31/H71/H74/R31
src/SOURCE/TOWN.cpp	218	9	0	read	02549ee9cb7ea6a2360bbb612b089138609f9ce240f1e2f498211a233e87934c	B12: 9 bodies; spell/building/garrison/view/conversion/player-list lifetime; H20/R14
src/SOURCE/TOWNMGR.cpp	3636	34	0	read	ed4ea7444bee3fd99fdc889b9f6fe85b5ae687a31f1a3c3b0618e10df56b351e	B30: all 34 bodies incl private CP1251 inline; full object/lifecycle/drawing/input/army/build/mage/recruit/tavern/well/thieves/statistics paths and data; H01/H05-H07/H14/H20/H21/H30/H31/H69/H71-H73/R30
src/SOURCE/VIEW.cpp	418	3	0	read	0ec26d1a25706f8707c29dea7d18d697f2b6e1cb7e622a03bda688efc6a39436	B33: all three bodies; complete general/army detail placement/stats/actions/quick view/hover/dispatch and data; H29-H31/H51/H75/R32
src/SOURCE/Viewwrld.cpp	867	5	0	read	ecb65df904c39239a8742341302fee5271ae3f2b357525b54a356e9443eb5b4f	B34: all five bodies; full world-view palette/lifecycle/scale/terrain/layers/remap/markers/radar input and data; H01/H24/H31/R33
src/SOURCE/Wsnetwin.cpp	572	10	0	read	6b7c68d77cfdf3b9f95b3c22b776400868011fe8d65c6d0b1816649ceff8ea69	B27: all ten bodies; full socket/setup/send/broadcast/receive/guest/wait/teardown paths and data; H01/H15/H17/H30/H64/H65/R27
src/SOURCE/X_CAMPGN.cpp	1373	36	0	read	785cadb46cc272005050458eaf293ae3a82666051eaab30101fa672e603432e3	B41: all 36 bodies; full reset/award/init/display/victory/replay/handler/autosave/day/name/special predicates and all track/choice/difficulty data; H30/H31/H32/H79/H80/H81/R40
src/SOURCE/X_GLOBAL.cpp	665	0	0	read	776d73bf4ceeb3aa6bb9b214061048192227ff3f7c45c91a5689513b27aabf27	B36: complete expansion campaign/help/name/description/award, recruitment/stable/shrine/skill/password text, alignment/cost tables and state globals; data-only zero-body TU; R35
src/SOURCE/comwin.cpp	356	11	0	read	ce48214d518eac196d6d5508d9e0f42fd401871edfe2f017e83428572adaddd1	B28: all eleven bodies incl session stub; full node queues/port/error/driver configuration/read/write/teardown paths and data; H66/H67/R28
src/SOURCE/dpnetwin.cpp	671	16	1	read	2d2cf7b372bbf431f4facb3e4eb5c4ac2830322ef1ac16649dc754435ba9af10	B27: all sixteen bodies incl status/session stubs; full initialization/enumeration/send/receive/guest/wait/error/teardown paths and data; H01/H17/H19/H30/H64/H65/R27
src/SOURCE/kbwin.cpp	587	16	0	read	8e359c2475ae2ad626c8128d608cdfbc062e99a11cfa26169b0b56a633672c0d	B11: all 16 bodies; startup/full message procedure/pumps/menus/resize/tick; H13/H15/H17; R13
src/SOURCE/netwin.cpp	660	19	14	read	31333e549092a2916b64da38a7d21c2402d5e67ce32b786bf56b0be33d4832d1	B28: all nineteen bodies incl private callbacks and variadic dispatch; full NCB/session/queue/lock/event/retry/cancel/name paths and data/macros; H66/H67/R28
src/SOURCE/tradpost.cpp	462	6	0	read	b0b69f9a7db5333ace20349089c95f9d74aaa66f12df9b34bf953ad131daac01	B31: all six bodies; full trade setup/ratios/two-sided display/drag/input/exchange and globals; H01/H07/H69/R30
src/SOURCE/wingraph.cpp	1158	32	1	read	3960bf1ce30f3c7d8a6d920b3586ab667e98f2ff964689bc8df38ed9446db6f9	B11: all 32 bodies; full DD/WinG surface/palette/paint/error/switch/lifetime; H13/H15/H18; R13
src/SOURCE/x_arena.cpp	257	3	0	read	198b5d6ed5fecba7ee4a12087a65a3a4f3d10c0f0e4a45aebd4b4081d217cd3a	B33: all three bodies; complete arena choice layout/widget ownership/timeout/help/key/select/replacement paths and data; H01/H30/H31/H62/R32
