rva,name,unit,size,kind
0xe5910,__ftbuf,_sftbuf,0x38,func
0xe5950,_fwrite,fwrite,0x37,func
0xe5990,__fwrite_lk,fwrite,0x180,func
0xe5b10,__openfile,_open,0x20e,func
0xe5d20,__getstream,stream,0xe1,func
0xe5e10,__filbuf,_filbuf,0xf5,func
0xe5f10,__mbctoupper,mbtoupr,0x8d,func
0xe5fa0,__commit,commit,0xa2,func
0xe6050,___initstdio,_file,0xc7,func
0xe6120,___endstdio,_file,0x14,func
0xe6140,__getbuf,_getbuf,0x4b,func
0xe6190,__isatty,isatty,0x30,func
0xe61c0,_wctomb,wctomb,0x2e,func
0xe61f0,__wctomb_lk,wctomb,0x94,func
0xe6290,__aulldiv,ulldiv,0x68,func
0xe6300,__aullrem,ullrem,0x75,func
0xe6380,__statusfp,ieee87,0x16,func
0xe63a0,__clearfp,ieee87,0x17,func
0xe63c0,__control87,ieee87,0x3f,func
0xe6400,__controlfp,ieee87,0x18,func
0xe6420,__fpreset,ieee87,0x1bc,func
0xe65e0,__fptrap,crt0fp,0xb,func
0xe65f0,__ZeroTail,intrncvt,0x64,func
0xe6660,__IncMan,intrncvt,0x63,func
0xe66d0,__RoundMan,intrncvt,0xac,func
0xe6780,__CopyMan,intrncvt,0x1d,func
0xe67a0,__FillZeroMan,intrncvt,0xf,func
0xe67b0,__IsZeroMan,intrncvt,0x1d,func
0xe67d0,__ShrMan,intrncvt,0xad,func
0xe6880,__ld12cvt,intrncvt,0x1cb,func
0xe6a50,__ld12tod,intrncvt,0x18,func
0xe6a70,__ld12tof,intrncvt,0x18,func
0xe6a90,__ld12told,intrncvt,0x81,func
0xe6b20,__atodbl,intrncvt,0x35,func
0xe6b60,__atoldbl,intrncvt,0x35,func
0xe6ba0,__atoflt,intrncvt,0x35,func
0xe6be0,__fptostr,_fptostr,0x81,func
0xe6c70,__fltout2,cfout,0x81,func
0xe6d00,___dtold,cfout,0xbb,func
0xe6dc0,___crtGetStringTypeW,aw_str,0x1b4,func
0xe6f80,___crtGetStringTypeA,aw_str,0x123,func
0xe70b0,_calloc,calloc,0x52,func
0xe7110,__trandisp1,87disp,0x67,func
0xe7177,__trandisp2,87disp,0x8c,func
0xe7203,__rttospopde,87disp,0x5,func
0xe7208,__rttospop,87disp,0x2,func
0xe720a,__rtnospop,87disp,0x2,func
0xe720c,__rttosnpop,87disp,0x1,func
0xe720d,__rtnospopde,87disp,0x7,func
0xe7214,__rtzeropop,87disp,0x2,func
0xe7216,__rtzeronpop,87disp,0x5,func
0xe721b,__rtonepop,87disp,0x2,func
0xe721d,__rtonenpop,87disp,0x5,func
0xe7222,__tosnan1,87disp,0x2b,func
0xe724d,__nosnan2,87disp,0x2,func
0xe724f,__tosnan2,87disp,0x28,func
0xe7277,__nan2,87disp,0x3f,func
0xe72b6,__rtindfpop,87disp,0x2,func
0xe72b8,__rtindfnpop,87disp,0x11,func
0xe72c9,__rttosnpopde,87disp,0xa,func
0xe72d3,__rtchsifneg,87disp,0x7,func
0xe72e0,__87except,87except,0x120,func
0xe7400,__powhlp,powhlp,0x248,func
0xe7650,__d_inttype,powhlp,0x7f,func
0xe76d0,_wcslen,wcslen,0x18,func
0xe76f0,___crtMessageBoxA,crtmbox,0x92,func
0xe7790,__setmode,setmode,0x68,func
0xe7800,__setmode_lk,setmode,0x6c,func
0xe7870,__alloca_probe,chkstk,0x2f,func
0xe7870,__chkstk,chkstk,0x2f,func
0xe78a0,__assert,assert,0x546,func
0xe7df0,__fcloseall,closeall,0x98,func
0xe7e90,_signal,winsig,0x263,func
0xe8100,_raise,winsig,0x211,func
0xe8320,___fpecode,winsig,0x9,func
0xe8330,___pxcptinfoptrs,winsig,0x9,func
0xe8340,___addl,mantold,0x23,func
0xe8370,___add_12,mantold,0x66,func
0xe83e0,___shl_12,mantold,0x3e,func
0xe8420,___shr_12,mantold,0x36,func
0xe8460,___mtold12,mantold,0xe8,func
0xe8550,___strgtold12,strgtold,0x74f,func
0xe8ca0,___STRINGTOLD,strgtold,0x49,func
0xe8cf0,_$I10_OUTPUT,x10fout,0x39b,func
0xe9090,__handle_qnan1,fpexcept,0x50,func
0xe90e0,__handle_qnan2,fpexcept,0x70,func
0xe9150,__except1,fpexcept,0xbb,func
0xe9210,__except2,fpexcept,0xe8,func
0xe9300,__raise_exc,fpexcept,0x36c,func
0xe9670,__handle_exc,fpexcept,0x2c0,func
0xe9930,__umatherr,fpexcept,0xae,func
0xe99e0,__set_errno,fpexcept,0x56,func
0xe9a40,__errcode,fpexcept,0x32,func
0xe9a80,__matherr,matherr,0x3,func
0xe9a90,__statfp,fpctrl,0x11,func
0xe9ab0,__clrfp,fpctrl,0x12,func
0xe9ad0,__ctrlfp,fpctrl,0x34,func
0xe9b10,__set_statfp,fpctrl,0x5b,func
0xe9b70,__set_exp,util,0x39,func
0xe9bb0,__get_exp,util,0x15,func
0xe9bd0,__add_exp,util,0x2e,func
0xe9c00,__set_bexp,util,0x34,func
0xe9c40,__sptype,util,0x63,func
0xe9cb0,__decomp,util,0xee,func
0xe9da0,__frnd,frnd,0x15,func
0xe9dc0,__copysign,ieeemisc,0x28,func
0xe9df0,__chgsign,ieeemisc,0x20,func
0xe9e10,__scalb,ieeemisc,0x18,func
0xe9e30,__logb,ieeemisc,0x117,func
0xe9f50,__nextafter,ieeemisc,0x305,func
0xea260,__finite,ieeemisc,0x15,func
0xea280,__isnan,ieeemisc,0x2f,func
0xea2b0,__fpclass,ieeemisc,0xa2,func
0xea360,_abort,abort,0x1f,func
0xea380,_fprintf,fprintf,0x49,func
0xea3d0,_setvbuf,setvbuf,0xcc,func
0xea4a0,_strncat,strncat,0x31,func
0xea4e0,__itoa,xtoa,0xa0,func
0xea580,__ltoa,xtoa,0x2f,func
0xea5b0,__ultoa,xtoa,0x1e,func
0xea5d0,___ld12mul,tenpow,0x2a6,func
0xea880,___multtenpow12,tenpow,0x7b,func
0xea900,_ldexp,ldexp,0x275,func
0xeab76,_mciSendStringA@16,WINMM.dll,0x6,func
0xeab7c,_mciGetErrorStringA@12,WINMM.dll,0x6,func
0xeab82,_auxSetVolume@8,WINMM.dll,0x6,func
0xeab88,_waveOutGetDevCapsA@12,WINMM.dll,0x6,func
0xeab8e,_waveOutGetNumDevs@0,WINMM.dll,0x6,func
0xeab94,_OutputDebugStringA@4,KERNEL32.dll,0x6,func
0xeab9a,_GetDriveTypeA@4,KERNEL32.dll,0x6,func
0xeaba0,_lstrlenA@4,KERNEL32.dll,0x6,func
0xeaba6,_GetLogicalDrives@0,KERNEL32.dll,0x6,func
0xeabac,_ExitProcess@4,KERNEL32.dll,0x6,func
0xeabb2,_HeapFree@12,KERNEL32.dll,0x6,func
0xeabb8,_GetModuleHandleA@4,KERNEL32.dll,0x6,func
0xeabbe,_GetStartupInfoA@4,KERNEL32.dll,0x6,func
0xeabc4,_GetCommandLineA@0,KERNEL32.dll,0x6,func
0xeabca,_GetVersion@0,KERNEL32.dll,0x6,func
0xeabd0,_GetFileType@4,KERNEL32.dll,0x6,func
0xeabd6,_HeapAlloc@12,KERNEL32.dll,0x6,func
0xeabdc,_SetFilePointer@16,KERNEL32.dll,0x6,func
0xeabe2,_SetEnvironmentVariableA@8,KERNEL32.dll,0x6,func
0xeabe8,_GetCurrentDirectoryA@8,KERNEL32.dll,0x6,func
0xeabee,_SetCurrentDirectoryA@4,KERNEL32.dll,0x6,func
0xeabf4,_DeleteFileA@4,KERNEL32.dll,0x6,func
0xeabfa,_GetCurrentThreadId@0,KERNEL32.dll,0x6,func
0xeac00,_TlsSetValue@8,KERNEL32.dll,0x6,func
0xeac06,_TlsAlloc@0,KERNEL32.dll,0x6,func
0xeac0c,_TlsFree@4,KERNEL32.dll,0x6,func
0xeac12,_SetLastError@4,KERNEL32.dll,0x6,func
0xeac18,_TlsGetValue@4,KERNEL32.dll,0x6,func
0xeac1e,_GetCurrentThread@0,KERNEL32.dll,0x6,func
0xeac24,_FatalAppExitA@8,KERNEL32.dll,0x6,func
0xeac2a,_MultiByteToWideChar@24,KERNEL32.dll,0x6,func
0xeac30,_LCMapStringA@24,KERNEL32.dll,0x6,func
0xeac36,_WideCharToMultiByte@32,KERNEL32.dll,0x6,func
0xeac3c,_LCMapStringW@24,KERNEL32.dll,0x6,func
0xeac42,_HeapReAlloc@16,KERNEL32.dll,0x6,func
0xeac48,_HeapSize@12,KERNEL32.dll,0x6,func
0xeac4e,_HeapCreate@12,KERNEL32.dll,0x6,func
0xeac54,_HeapDestroy@4,KERNEL32.dll,0x6,func
0xeac5a,_RtlUnwind@16,KERNEL32.dll,0x6,func
0xeac60,_UnhandledExceptionFilter@4,KERNEL32.dll,0x6,func
0xeac66,_GetModuleFileNameA@12,KERNEL32.dll,0x6,func
0xeac6c,_FreeEnvironmentStringsA@4,KERNEL32.dll,0x6,func
0xeac72,_GetEnvironmentStrings@0,KERNEL32.dll,0x6,func
0xeac78,_FreeEnvironmentStringsW@4,KERNEL32.dll,0x6,func
0xeac7e,_GetEnvironmentStringsW@0,KERNEL32.dll,0x6,func
0xeac84,_GetCPInfo@8,KERNEL32.dll,0x6,func
0xeac8a,_GetACP@0,KERNEL32.dll,0x6,func
0xeac90,_GetOEMCP@0,KERNEL32.dll,0x6,func
0xeac96,_SetHandleCount@4,KERNEL32.dll,0x6,func
0xeac9c,_GetStdHandle@4,KERNEL32.dll,0x6,func
0xeaca2,_SetStdHandle@8,KERNEL32.dll,0x6,func
0xeaca8,_SetEndOfFile@4,KERNEL32.dll,0x6,func
0xeacae,_FlushFileBuffers@4,KERNEL32.dll,0x6,func
0xeacb4,_GetStringTypeA@20,KERNEL32.dll,0x6,func
0xeacba,_GetStringTypeW@16,KERNEL32.dll,0x6,func
0xeacc0,_SetConsoleCtrlHandler@8,KERNEL32.dll,0x6,func
0xeacc6,_RaiseException@16,KERNEL32.dll,0x6,func
0xeaccc,_ShowCursor@4,USER32.dll,0x6,func
0xeacd2,_DestroyIcon@4,USER32.dll,0x6,func
0xeacd8,_CreateIconIndirect@4,USER32.dll,0x6,func
0xeacde,_ScreenToClient@8,USER32.dll,0x6,func
0xeace4,_GetCursorPos@4,USER32.dll,0x6,func
0xeacea,_GetAsyncKeyState@4,USER32.dll,0x6,func
0xeacf0,_ReleaseCapture@0,USER32.dll,0x6,func
0xeacf6,_SetCapture@4,USER32.dll,0x6,func
0xeacfc,_UpdateWindow@4,USER32.dll,0x6,func
0xead02,_CreateBitmapIndirect@4,GDI32.dll,0x6,func
0xead08,_RegCloseKey@4,ADVAPI32.dll,0x6,func
0xead0e,_RegQueryValueExA@24,ADVAPI32.dll,0x6,func
0xead14,_RegCreateKeyA@12,ADVAPI32.dll,0x6,func
0xead1a,_RegSetValueExA@24,ADVAPI32.dll,0x6,func
0xead20,_RegOpenKeyExA@20,ADVAPI32.dll,0x6,func
0xead30,__access,access,0x4f,func
0xead30,_access,access,0x4f,func
0xead80,__tell,tell,0x12,func
0xead80,_tell,tell,0x12,func
0xeada0,__strrev,strrev,0x30,func
0xeada0,_strrev,strrev,0x30,func
0xeadd0,_GetFileAttributesA@4,KERNEL32.dll,0x6,func
0xeb140,??_7townManager@@6B@,SOURCE/TOWNMGR,0x510,data
0xeb650,??_7swapManager@@6B@,SOURCE/SWAPMGR,0x78,data
0xeb6c8,??_7advManager@@6B@,SOURCE/ADVMGR,0x170,data
0xeb838,??_7highScoreManager@@6B@,SOURCE/HISCORE,0x10,data
0xeb848,??_7recruitUnit@@6B@,SOURCE/RECRUIT,0x40,data
0xeb888,??_7fileRequester@@6B@,SOURCE/REQUEST,0x10,data
0xeb898,??_7combatManager@@6B@,SOURCE/CMBTMGR,0x14c,data
0xeb9e4,??_7font@@6B@,BASE/FONT,0x4,data
0xeb9e8,??_7icon@@6B@,BASE/ICON,0x8,data
0xeb9f0,??_7resourceManager@@6B@,BASE/RESMGR,0x10,data
0xeba00,??_7mouseManager@@6B@,BASE/MOUSEMGR,0x10,data
0xeba10,??_7heroWindowManager@@6B@,BASE/WINMGR,0x10,data
0xeba20,??_7soundManager@@6B@,BASE/soundmgr,0x10,data
0xeba30,??_7inputManager@@6B@,BASE/INPUTMGR,0xc,data
0xeba3c,??_7bitmap@@6B@,BASE/BITMAP,0x4,data
0xeba40,??_7iconWidget@@6B@,BASE/ICONWDGT,0x10,data
0xeba50,??_7textWidget@@6B@,BASE/TEXTWDGT,0x10,data
0xeba60,??_7border@@6B@,BASE/BORDER,0x10,data
0xeba70,??_7baseManager@@6B@,BASE/BASEMGR,0xc,data
0xeba7c,??_7palette@@6B@,BASE/PALETTE,0x24,data
0xebaa0,??_7textEntryWidget@@6B@,BASE/Textntry,0xc,data
0xebaac,??_7resource@@6B@,BASE/RESOURCE,0x4,data
0xebab0,??_7tileset@@6B@,BASE/TILESET,0x4,data
0xebab4,??_7sample@@6B@,BASE/SAMPLE,0x4,data
0xebab8,??_7MIDIWrap@@6B@,BASE/SAMPLE,0x8,data
0xebac0,??_7listBoxWidget@@6B@,BASE/listbox,0x10,data
0xebad0,??_7dropListWidget@@6B@,BASE/droplist,0x10,data
0xebae0,??_7dimmerWidget@@6B@,BASE/DIMMER,0x10,data
0xebaf0,??_7button@@6B@,BASE/BUTTON,0x10,data
0xebb00,??_7widget@@6B@,BASE/WIDGET,0x20,data
0xebb20,___lookuptable,output,0x4e0,data
0xec000,___xc_a,crt0init,0xc,data
0xec00c,___xc_z,crt0init,0x4,data
0xec010,___xi_a,crt0init,0xc,data
0xec01c,___xi_z,crt0init,0x4,data
0xec020,___xp_a,crt0init,0x8,data
0xec028,___xp_z,crt0init,0x4,data
0xec02c,___xt_a,crt0init,0x4,data
0xec030,___xt_z,crt0init,0x10,data
0xec040,?bSmackSound@@3HA,SOURCE/SMACKMGR,0x4,data
0xec044,?brotherIcon@@3PAVicon@@A,SOURCE/SMACKMGR,0x24,data
0xec068,?backImage@@3PAVicon@@A,SOURCE/SMACKMGR,0x8,data
0xec070,?SmackOptions@@3PAUSSmackOptions@@A,SOURCE/SMACKMGR,0xcd8,data
0xecd48,?bTesting@@3HA,SOURCE/SMACKMGR,0x4,data
0xecd4c,?smk1@@3PAUSmackTag@@A,SOURCE/SMACKMGR,0x4,data
0xecd50,?smk2@@3PAUSmackTag@@A,SOURCE/SMACKMGR,0x50c,data
0xed25c,?bGridWasShowing@@3HA,SOURCE/DRAWING,0x34,data
0xed290,?gbInDrawSmallView@@3HA,SOURCE/DRAWING,0x1c,data
0xed2ac,?bHostFound@@3HA,SOURCE/Wsnetwin,0x4,data
0xed2b0,?sd_dg@@3IA,SOURCE/Wsnetwin,0x4,data
0xed2b4,?iWSLastMsgNumHumanPlayers@@3HA,SOURCE/Wsnetwin,0x4,data
0xed2b8,?iWSAttempts@@3HA,SOURCE/Wsnetwin,0x4,data
0xed2bc,?iWSNextTickCount@@3HA,SOURCE/Wsnetwin,0x4,data
0xed2c0,?iWSWaitForHostStatus@@3HA,SOURCE/Wsnetwin,0x728,data
0xed9e8,?overWin@@3PAVheroWindow@@A,SOURCE/Overview,0x4,data
0xed9ec,?textWidgetDynamic@@3PAPAVtextWidget@@A,SOURCE/Overview,0x4,data
0xed9f0,?iconWidgetDynamic@@3PAPAViconWidget@@A,SOURCE/Overview,0x4,data
0xed9f4,?giOverviewType@@3HA,SOURCE/Overview,0x4,data
0xed9f8,?giOverviewTop@@3PAHA,SOURCE/Overview,0x8,data
0xeda00,?OVScrollKnob@@3PAViconWidget@@A,SOURCE/Overview,0x3f4,data
0xeddf4,?iViewGeneralWhichSide@@3HA,SOURCE/VIEW,0x5c,data
0xede50,?iBaudBits@@3HA,SOURCE/Modem,0x4,data
0xede54,?inescape@@3HA,SOURCE/Modem,0x4,data
0xede58,?newpacket@@3HA,SOURCE/Modem,0x4,data
0xede5c,?packetlen@@3HA,SOURCE/Modem,0x1c4,data
0xee020,?bMoveSoundMade@@3HA,SOURCE/CURSOR,0x8,data
0xee028,?giPixelsPerStep@@3PAHA,SOURCE/CURSOR,0x18,data
0xee040,?giStepDelay@@3PAHA,SOURCE/CURSOR,0x14,data
0xee054,?hOldWalkSample@@3PAU_SAMPLE@@A,SOURCE/CURSOR,0x4,data
0xee058,?hNewWalkSample@@3PAU_SAMPLE@@A,SOURCE/CURSOR,0x4,data
0xee05c,?EveryOther@@3HA,SOURCE/CURSOR,0x4,data
0xee060,?startVals@@3PAHA,SOURCE/CURSOR,0x1e8,data
0xee248,?gbDoModemConfig@@3HA,SOURCE/SETUP,0x380,data
0xee5c8,?iInitNetHostStatus@@3CA,SOURCE/Netbios,0x4,data
0xee5cc,?iInitNetGuestStatus@@3CA,SOURCE/Netbios,0x4,data
0xee5d0,?iNameRetryCount@@3HA,SOURCE/Netbios,0x44,data
0xee614,?iWaitForHostStatus@@3CA,SOURCE/Netbios,0x44,data
0xee658,?iWaitForGuestStatus@@3CA,SOURCE/Netbios,0x4,data
0xee65c,?iLastBroadcastTime@@3HA,SOURCE/Netbios,0xf4,data
0xee750,?sBuildingInfo@@3PAY0CA@USBuildingInfo@@A,SOURCE/TOWNMGR,0xd78,data
0xef4c8,?szAppName@@3PADA,SOURCE/kbwin,0x10,data
0xef4d8,?szTitle@@3PADA,SOURCE/kbwin,0x20,data
0xef4f8,?hwndApp@@3PAXA,SOURCE/kbwin,0x4,data
0xef4fc,?hmnuApp@@3PAXA,SOURCE/kbwin,0x4,data
0xef500,?gEventHandle@@3PAXA,SOURCE/kbwin,0x88,data
0xef588,?lLastGTimerTickCount@@3JA,SOURCE/kbwin,0x4,data
0xef58c,?lLastCycleColorsTickCount@@3JA,SOURCE/kbwin,0x4,data
0xef590,?bRestartMusic@@3HA,SOURCE/kbwin,0x4,data
0xef594,?iLastMusic@@3HA,SOURCE/kbwin,0x24,data
0xef5b8,?lLastGetMessage@@3JA,SOURCE/kbwin,0x4,data
0xef5bc,?lLastAilServe@@3JA,SOURCE/kbwin,0x20,data
0xef5dc,?gbNoDialogMenusOn@@3HA,SOURCE/kbwin,0x4,data
0xef5e0,?castleSlotsBase@@3PAEA,SOURCE/Castle,0x1e8,data
0xef7c8,?lpIDC@@3PAUIDirectPlay@@A,SOURCE/dpnetwin,0x4,data
0xef7cc,?dcoID@@3KA,SOURCE/dpnetwin,0x4,data
0xef7d0,?IPXGuid@@3PAU_GUID@@A,SOURCE/dpnetwin,0x4,data
0xef7d4,?TCPGuid@@3PAU_GUID@@A,SOURCE/dpnetwin,0x4,data
0xef7d8,?dphEvent@@3PAXA,SOURCE/dpnetwin,0x4,data
0xef7dc,?iDPRcvBufferHead@@3HA,SOURCE/dpnetwin,0x4,data
0xef7e0,?iDPRcvBufferTail@@3HA,SOURCE/dpnetwin,0x4,data
0xef7e4,?ppDPRcvBuffer@@3PAPAEA,SOURCE/dpnetwin,0x4,data
0xef7e8,?piDPRcvBufferSize@@3PAHA,SOURCE/dpnetwin,0x4,data
0xef7ec,?bStartUpInfoReceived@@3HA,SOURCE/dpnetwin,0x4,data
0xef7f0,?hinstDplayx@@3PAXA,SOURCE/dpnetwin,0x4,data
0xef7f4,?iDPWaitForFirstGuestStatus@@3HA,SOURCE/dpnetwin,0x4,data
0xef7f8,?iDPWaitForHostStatus@@3HA,SOURCE/dpnetwin,0x4,data
0xef7fc,?iWaitForHostWaitCount@@3HA,SOURCE/dpnetwin,0x4,data
0xef800,?iEnumCount@@3HA,SOURCE/dpnetwin,0x4,data
0xef804,?iLastHereIAmTickCount@@3HA,SOURCE/dpnetwin,0x4,data
0xef808,?bInDPSD@@3HA,SOURCE/dpnetwin,0x4,data
0xef80c,?iGUIDCount@@3HA,SOURCE/dpnetwin,0x4,data
0xef810,?iLastMsgNumHumanPlayers@@3HA,SOURCE/dpnetwin,0x8a0,data
0xf00b0,?castX@@3HA,SOURCE/SPELLS,0x4,data
0xf00b4,?castY@@3HA,SOURCE/SPELLS,0x4,data
0xf00b8,?bInTeleportGetDest@@3HA,SOURCE/SPELLS,0x1c0,data
0xf0278,?indexToCastOn@@3HA,SOURCE/SPELLS,0x248,data
0xf04c0,?uRedBeam@@3PAEA,SOURCE/SPELLS,0x8,data
0xf04c8,?uRainbow@@3PAEA,SOURCE/SPELLS,0x18,data
0xf04e0,?gyModify@@3PACA,SOURCE/SPELLS,0xcd0,data
0xf11b0,?bEnteringTown@@3HA,SOURCE/TOWN,0x8,data
0xf11b8,?iVWHalf@@3PAY151CA,SOURCE/Viewwrld,0x24,data
0xf11dc,?giViewWorldScale@@3HA,SOURCE/Viewwrld,0x4,data
0xf11e0,?giViewWorldScaleLookup@@3HA,SOURCE/Viewwrld,0x4,data
0xf11e4,?gbInViewWorld@@3HA,SOURCE/Viewwrld,0xa4,data
0xf1288,?gbWinGAttached@@3HA,SOURCE/wingraph,0x4,data
0xf128c,?gbDDrawAttached@@3HA,SOURCE/wingraph,0x4,data
0xf1290,?giGraphicsType@@3HA,SOURCE/wingraph,0x4,data
0xf1294,?Orientation@@3JA,SOURCE/wingraph,0x4,data
0xf1298,?LogicalPalette@@3U_PALETTE@@A,SOURCE/wingraph,0x404,data
0xf169c,?lpInitWin@@3PAXA,SOURCE/wingraph,0x4,data
0xf16a0,?bPaletteInitialized@@3HA,SOURCE/wingraph,0x4,data
0xf16a4,?giTtlBlts@@3HA,SOURCE/wingraph,0x4,data
0xf16a8,?gbWinGraphBusy@@3HA,SOURCE/wingraph,0x4,data
0xf16ac,?lpDirectDrawCreate@@3P6GJPAU_GUID@@PAPAUIDirectDraw@@PAUIUnknown@@@ZA,SOURCE/wingraph,0x4,data
0xf16b0,?lpDD@@3PAUIDirectDraw@@A,SOURCE/wingraph,0x4,data
0xf16b4,?lpDDSPrimary@@3PAUIDirectDrawSurface@@A,SOURCE/wingraph,0x4,data
0xf16b8,?lpDDSOne@@3PAUIDirectDrawSurface@@A,SOURCE/wingraph,0x4,data
0xf16bc,?lpClipper@@3PAUIDirectDrawClipper@@A,SOURCE/wingraph,0x4,data
0xf16c0,?lpDDPal@@3PAUIDirectDrawPalette@@A,SOURCE/wingraph,0xf0,data
0xf17b0,?iBusyRetry@@3HA,SOURCE/wingraph,0x264,data
0xf1a14,?bInDDSD@@3HA,SOURCE/wingraph,0x464,data
0xf1e78,?hdcImage@@3PAXA,SOURCE/wingraph,0x4,data
0xf1e7c,?gbmOldMonoBitmap@@3PAXA,SOURCE/wingraph,0x4,data
0xf1e80,?hpalApp@@3PAXA,SOURCE/wingraph,0xe0,data
0xf1f60,?hWinGLibrary@@3PAXA,SOURCE/wingraph,0x4,data
0xf1f64,?hDDrawLibrary@@3PAXA,SOURCE/wingraph,0x11c,data
0xf2080,?lDelayRefresh@@3JA,SOURCE/wingraph,0x60,data
0xf20e0,?fFirstWeekTownFV@@3MA,SOURCE/PHILAI,0x4,data
0xf20e4,?iVepCacheHits@@3HA,SOURCE/PHILAI,0x4,data
0xf20e8,?iTotalVepHits@@3HA,SOURCE/PHILAI,0x4,data
0xf20ec,?giShowComputerRoute@@3HA,SOURCE/PHILAI,0x4,data
0xf20f0,?gaiLiveChanceOfPos@@3PAFA,SOURCE/PHILAI,0x4,data
0xf20f4,?gaiHeroStrategicRVOfPos@@3PAFA,SOURCE/PHILAI,0x4,data
0xf20f8,?gaiHeroEventStratRVOfPos@@3PAFA,SOURCE/PHILAI,0x4,data
0xf20fc,?gaiTurnValueOfMine@@3PACA,SOURCE/PHILAI,0x4,data
0xf2100,?gaiEnemyHeroReachable@@3PACA,SOURCE/PHILAI,0x4,data
0xf2104,?glLastStartTick@@3JA,SOURCE/PHILAI,0x4,data
0xf2108,?glCurTicks@@3JA,SOURCE/PHILAI,0x4,data
0xf210c,?glTotalTicks@@3JA,SOURCE/PHILAI,0x4,data
0xf2110,?gpCurAIHero@@3PAVhero@@A,SOURCE/PHILAI,0x4,data
0xf2114,?gfAttackHumanBonus@@3MA,SOURCE/PHILAI,0x4,data
0xf2118,?gfAttackComputerBonus@@3MA,SOURCE/PHILAI,0x4,data
0xf211c,?iLastFrameRateTimer@@3HA,SOURCE/PHILAI,0x1a0,data
0xf22bc,?bSVSearchArrayInUse@@3HA,SOURCE/PHILAI,0x84,data
0xf2340,?bEvaluatingTravelGates@@3HA,SOURCE/PHILAI,0x218,data
0xf2558,?xSetupCampaignGameHelp@@3PAPADA,SOURCE/X_GLOBAL,0x10,data
0xf2568,?xSetupStandardGameHelp@@3PAPADA,SOURCE/X_GLOBAL,0x10,data
0xf2578,?xCampaignAwards@@3PAPADA,SOURCE/X_GLOBAL,0x30,data
0xf25a8,?xScenarioName@@3PAY07PADA,SOURCE/X_GLOBAL,0x80,data
0xf2628,?xScenarioDescription@@3PAY07PADA,SOURCE/X_GLOBAL,0x80,data
0xf26a8,?xShortCampaignNames@@3PAPADA,SOURCE/X_GLOBAL,0x10,data
0xf26b8,?xHSCampaignNames@@3PAPADA,SOURCE/X_GLOBAL,0x10,data
0xf26c8,?xRecruitEmpty@@3PAPADA,SOURCE/X_GLOBAL,0x18,data
0xf26e0,?xRecruitBuy@@3PAPADA,SOURCE/X_GLOBAL,0x14,data
0xf26f4,?xNecromancerShrine@@3PADA,SOURCE/X_GLOBAL,0x4,data
0xf26f8,?xNecromancerShrineDesc@@3PADA,SOURCE/X_GLOBAL,0x8,data
0xf2700,?xStableText@@3PAPADA,SOURCE/X_GLOBAL,0x10,data
0xf2710,?xJosephName@@3PAPADA,SOURCE/X_GLOBAL,0x18,data
0xf2728,?xUncleIvanName@@3PAPADA,SOURCE/X_GLOBAL,0x18,data
0xf2740,?xShortSSLevelNames@@3PAPADA,SOURCE/X_GLOBAL,0x10,data
0xf2750,?xPasswordStrings@@3PAPADA,SOURCE/X_GLOBAL,0x34c,data
0xf2a9c,?xNetHasOldPlayers@@3CA,SOURCE/X_GLOBAL,0x4,data
0xf2aa0,?xNewHeroAlignment@@3PAEA,SOURCE/X_GLOBAL,0x10,data
0xf2ab0,?xShrineBuildingCost@@3PAHA,SOURCE/X_GLOBAL,0x2478,data
0xf4f28,?trackXY@@3PAY1N@1FA,SOURCE/Campaign,0x68,data
0xf4f90,?campWin@@3PAVheroWindow@@A,SOURCE/Campaign,0x1f8,data
0xf5188,?cdTestTrackData@@3PAUsCDTest_Track_Data@@A,SOURCE/x_cdtest,0x320,data
0xf54a8,?bSecondAttack@@3HA,SOURCE/ARMY,0x308,data
0xf57b0,?giLimitUpdMinX@@3HA,SOURCE/ADVMGR,0x4,data
0xf57b4,?iLastScrollTime@@3HA,SOURCE/ADVMGR,0x4,data
0xf57b8,?iSandAnim@@3HA,SOURCE/ADVMGR,0x4,data
0xf57bc,?giLastHourGlassUpdateTime@@3HA,SOURCE/ADVMGR,0x4,data
0xf57c0,?TrigX@@3HA,SOURCE/ADVMGR,0x4,data
0xf57c4,?TrigY@@3HA,SOURCE/ADVMGR,0x4,data
0xf57c8,?iCurBottomView@@3HA,SOURCE/ADVMGR,0x4,data
0xf57cc,?iCurBottomViewEnemy@@3HA,SOURCE/ADVMGR,0x4,data
0xf57d0,?iCurHourGlassPhase@@3HA,SOURCE/ADVMGR,0x4,data
0xf57d4,?iLastHourGlassPhase@@3HA,SOURCE/ADVMGR,0x4,data
0xf57d8,?gbForceUpdate@@3HA,SOURCE/ADVMGR,0x210,data
0xf59e8,?giCheatSeq@@3HA,SOURCE/ADVMGR,0x4,data
0xf59ec,?iQWE@@3HA,SOURCE/ADVMGR,0x44c,data
0xf5e38,?monAnimDrawFrame@@3PAEA,SOURCE/ADVMGR,0x2a8,data
0xf60e0,?iLastSandAnimTime@@3HA,SOURCE/ADVMGR,0x4,data
0xf60e4,?iLastNewSandAnimTime@@3HA,SOURCE/ADVMGR,0x63c,data
0xf6720,?giFrameCount@@3HA,SOURCE/ADVMGR,0x568,data
