source_sha256	ctor_match	outcome
1660ba16675726875df7ce02fadf08cdd5187973c67ba471c2cb74bb0ae64dd4	90.934784	PINNED
d224ce4f038b4a345fa3b15a1c73bd5c06ea2f53ceaedc9797e223fa18ad9f9b	92.619570	PINNED
3987a3c021be04f9147b45e64c8b12b968470ec4f99f90ad65cd2bdc2730334d	87.456520	PINNED
23c61225f34674be33a4e91d0317fc8dc587c85055dcf1b1c61fa9d42e86890f	91.706520	PINNED
fcac1461bdb124ae240185429d977b5f3d6b52949903d3a5fb1cee11a09b08e1	96.097824	PINNED
f9448c168dfca233484c90b2fb9a88f6ec7b1f2ac8c0ac5b29693982d69a2287	95.173910	PINNED
e0d3572ccdbd9d336162f93ccb0c277c4e66935b3bbaf2ecdb14d59c95babe0d	98.445656	PINNED
d89c2c32bb1ebbaa0ac245c002c4578714942dde790ccfd80244e7afc30a7284	98.652176	PINNED
ef0a4f8445ac21ebaae9f42817cf454c1aa64e4822389b435aa9dc78e146a439	98.652176	PINNED
cca41ff82e964a357a9c394c6ec45b83ec0c653f4e64df3e4de004d718d584fe	98.521736	PINNED
97715f0aa5e3a7acae89b95505ee79d56cbd302c8c4e964ea159a2d083035040	93.347824	PINNED
279d05d342277e447757aafe3fa022f779914a5e2e6396b56ce7903b6f684407	96.097824	PINNED
ada00c466ebf759ce4d1f22bfcb247e120d73060cb88dc2a0a69915ebeaad693	96.097824	PINNED
5e9a31c8f02b8466222adc9e50003ca19242d565990a62542e6bfd211ed4568f	96.086960	PINNED
de4879ea81520d5b4b731e5e71c1dcde072480ce77a7fadfa4482d2d15fd1869	96.097824	PINNED
63396c518ceaf0ba9d691974792daa6d9d6cc427b754f0d4923a6118df671e80	95.217390	PINNED
50cedacf06779daa68ceeb62eeed09d0bf75406ea41cb1c08eea3a4b796c69ee	89.597824	PINNED
73f9ceb09dd16b9c5af820a6956c966ce62d34d1685c3bded9dc3adc6c57844b	96.391304	PINNED
4e39cbf9ff5e5dc9457c4dd7a10f85a4d378a1da0f33d7faa3cd71bfa02e6043	98.521736	PINNED
51fe9893d2d06b23d3cc6b472ad62e23a816a98c14f96d24a8b247eed3101047	96.086960	PINNED
d4b116d7ba981740ec75c7a333805da7f2415441129fa5621bdece22fe34ea21	98.402176	PINNED
a30e79607b2e4ac8bd15d811e288ab7f31c5ad3d8a18306e3465f06ea722394c	95.369570	PINNED
