source_sha256	read_match	outcome
50b5c6e875d7cb6b2e0c625435de172bf772ec7b5869450b40c18538fe28e848	95.721855	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
348e15da8f0a68eca60699cbe087447ee24009ab3d6b86045fd1589df6adb78c	98.622510	PINNED
25f43f9bfa67beac82ddaba4014440281e4a9f5f8b8deb7d5fb927113de1a443	97.854300	PINNED
79873f3f60f9da57ea4751f3a45a804f91ae99683e1094c93908c473dd4d4de4	97.033110	PINNED
3f9127ef60e9478ad25b1d829212a285294d75ac13e7653d8fc86417424ca5ae	98.622510	PINNED
237d03268154dacad51405f4ee12377313c5716d729a7fd849d78575e1bac6fa	97.788080	PINNED
f6fb187ebfac41879a56d5e79585d7762715c7c4da06e0f9509e790fd187453c	98.649010	PINNED
3e5ce6cfc3c2ed3eccffc0622f3a8159adc09abb760d86c2c9657fae90ec1006	97.854300	PINNED
8ec4fa63f5d005b822e02d5aed4fb60fb04c97c436417a9df918768c12398203	97.033110	PINNED
19aefde3cb83bd70f71c2b654dcff70e013a13d85426b93c38af8977993c40af	97.033110	PINNED
d4d175bddfd8fb865a6718ce65a05bb0812410d1ac7abc8d5cc3593d69961d98	98.582780	PINNED
33826c1632c4dccab7b5db3937140bc57df8b08773741614fd94fc0a585bfc59	98.649010	PINNED
2b6ed31b52285ce974a47a9c62bc191c8aad893ca7fce46dbf7212f5155973ad	95.721855	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
898dd876521e5857c2f689c615fd76f254ed7b1d0b61f126976f0b471256c1e6	97.854300	PINNED
51f629a7172dffb17f70655bc9678bd3fe979028325c8f76111dc65e9ec8a559	98.662254	PINNED
cb34ddafda1e8b02685282f8436909efe820066f37f1fce19b35fadc5e6c3b29	98.635765	PINNED
e32db7ce63146d3633a2b6ed1f0b67334c54488e338ade4f667857a646824616	97.814570	PINNED
ef7437f02568340d71fa4fdc717688d2809d4c9afdc6701018d1f53058804b55	98.635765	PINNED
1a4f3f18df6cfe77e32ffa64e5db8e5c2f6b795e5cf1954709411b4328b5014e	98.649010	PINNED
405fcedbe402e36cd19fc2a1e585c2a8c5c7977ca12915fad537d9fd1fc35326	97.814570	PINNED
a7b0c41383f237c00969f6dd956fa205cf407f7a06599515987b798a755e59e2	97.006620	PINNED
3bb0a3eee4bc3222d7b205af01cee7d476170bdf69eb86cca3186e80ea3e16e2	98.635765	PINNED
f3fe9b1ec2f016fb515c6ea06af2ced88ab2311fdf717d64d2fd4b4aa38cbe40	97.059600	PINNED
8522aa369cd755291a9e6c82dda88ef52a85c4b649238272cf5f5a309b73e408	94.927155	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
f081d43307a09e51624d540cecb4d07ec78fdb088249a660e15a21f2659a3882	98.649010	PINNED
89a9583787e3430441f0716f53bc90065e6dadd0185704c6d11910fceb82fbaf	94.139080	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
d513626dd84f29d118b09d01626084b3b3c929889076ced14fe519e00b5359d6	97.854300	PINNED
1701202f2e7f3e86e0959e7f43fd8272adbb8e4a7b9221588671fc041c6d5d5b	97.059600	PINNED
e01e5f2bd94948732584589831a952c853c2cf7c1106dd1e3dd34d5642f25a98	98.675500	PINNED
4da79ecedbc0533ad5cbe50bebfdd7344993996aecd037844ebd37a2a609aa0b	97.033110	PINNED
12979605e5205de57d599aa82f0fe784244157df57e58a10fc7a751c4f5635c2	98.649010	PINNED
67a3ee39d497d5b292b1de7d7a5998505308985d7c619a6e7d3c88f8d52ebc9c	97.033110	PINNED
582204a95a23a35c946c37c54807ef53e648c91eebb5b372b70e24bfbed80d9b	98.649010	PINNED
0d67860056f3814e733ef850e88506eb74d3b23239b5ad9028a6d375bb79f7fa	97.046360	PINNED
d9582ab6ffc02ccd256f249273f85e5696821ade1812c82eca52eaa3964c3306	96.238410	PINNED
b436c2e95a66df0704b32c5473fb44b9d0b540a29d21812615087d322dee23cf	98.675500	PINNED
ac91e218721bb0fd7eb95ec8996926abbf08fa3fbe330d3c5f4005f8855e9d5e	96.609270	PINNED
8ba1f59abd6040978ccfb2a9ac4730894c3e952eb44feb5b9ef06dcd12d41155	95.701990	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
142e80819e8ac0bf5a294c24b8e9d2f4d7581a029fe755ad4e1a1f5913ff0935	98.635765	PINNED
e62cb64fac1a2a864170f3951a0041bd8893d2e58401de08b09865c934d5cd50	95.761590	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
2e507e17b4ff482606ddf8667701b5134cf75bc4f419d2608a3021470ca1abbb	95.688740	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
93b1c73f3a1b8166ab6815369e9c4f70c60ada1ec984a52e1c6830471fb71415	97.033110	PINNED
59feec7ecef72d23ab591cd1ba24e3ee56d83d0dfc638ae1b2d97bc427834b8f	97.059600	PINNED
566b43fcf55b711544dce2f51d7b5e7ffc97d7446aa1ecd501a414fd64a17d84	95.768210	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
e1fa64c96ccf80ba3b23176ab690d1d4a4804bb933fee86442a297638b97bc4b	98.649010	PINNED
69f678e77751f951054844175796a20fa399c04c100583cbf62d1a0009d8fe05	94.099335	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
2aaf3cd1aa6f28e4be7fcd39bfed1504b0be11332459d19fd497f4a87908d7af	96.417220	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
29bdd8709be7922c7740bf2618aa3e70212784354336da8a175fa748cada2628	93.887420	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
23ff616dd8fbb8fe346b4572e75ab065dc07d1dded4d67f6e97b8121e19088f6	98.635765	PINNED
a2e42206b89d0edd7853b6168750dccb20b9c6899772fb5909820ba1a54ec530	97.059600	PINNED
e349ba4ee1ff817fb32f4ae042e5dfd99e2f9578de04e3370b85375c468f9619	98.675500	PINNED
d4619d5b9287defd778930fb15205130f2fc323fdf275396e3bb49235e559013	98.675500	PINNED
d9fb29d2e931fff2945251414dc222e0f75c753aae9f4c3aacee0afa25dcb2dd	95.715230	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
ea3957352334c1221232615c1f3abba2a3876bde90fce71868c6529ec13897d8	96.211920	PINNED
056153c5dc3068314c5324e653c285370d14917badc1dc529e2646dccacd42c8	96.582780	PINNED
20788bf064636fb95d07fbc4b2bd67a685ea069b9b5d816d0d2d52cd91758407	94.933780	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
a6d9106a7e7730829fe949d92f4c575a5131b16a20bdf9f93640fc9f387d7db7	97.827810	PINNED
a454fb51bf593dc5474cd7f9a32bde1e171a0394de5a68c43c35761ad3622cd9	97.794700	PINNED
f81b7518dde15b51e0b26d6a7154f7c70cc6138a9b68a4780fd8f9528b8efce2	98.635765	PINNED
ad0958a392012392ee59d714fdc485819075d27388ab9299536021e3a394c008	97.059600	PINNED
f8a418b3cbc37fd828221a3555a855ae4e34d16545c0d49dbc1a2ed8088f3d3b	97.059600	PINNED
2c547a52e682a18a15c8dde3de13cd76e2371aed32a289ad435975922ae81007	98.635765	PINNED
088e3842e228b29bca81c50a2eb3ec689ca4d784c8a847bad9dcf3347c3e7f54	98.675500	PINNED
3a843eaff5a43ec21333e0c865f3bb90bdac22fcd608189e6a7b22691bb3dd05	98.609270	PINNED
19f696df79326800649f44da25487aa5d333c722a49c1d496db6c317e80afb62	98.622510	PINNED
fd576eb66128c26bc2a99daa991f0d955a4b363beed1f9bd3acddcf4e77e2553	98.675500	PINNED
f4cefeea49f2ead05d680b19033d50ced1c8717a9691166d56385bc86d16572d	98.649010	PINNED
31babe2774803f63022245d993e4abd729fbf7ca346b0e6d23add3aa6b86fcaa	97.814570	PINNED
34c2fed14d4a9b47594e530f6d55667ef776e54917db149fd4ba0410b435f071	97.046360	PINNED
f6a90884274332143cac2d022c03e325a022e8ac194f3eda1d5d3089f1fe5c15	97.059600	PINNED
69b911a322d22abc367006708262f7e69a4692a96c282c8790c7411779fd5aec	98.675500	PINNED
5e1ce7e480ac9a98d7b86354633ac16c53090c01f55ec0ea4902500237f62b52	98.649010	PINNED
113c77ba7ea09a5a12f1d9cbbed195abf09669886f3a8cd4546a15600cdb129c	98.635765	PINNED
4f3286d25badbf1beb13730bb4026b87d6a31a7a9de018987b13fd996ee46272	98.675500	PINNED
05cd11466f6ea4a211ef779e30140089ea20f0c10067080c0356f6c67ae24397	94.139080	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
29db465e4fe6b7b4f8ecec34b407acbe2eec09f1f214395ab6ce33cb02d4cbee	94.039734	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
